zoa	ζωα
rense	ένωσή
renseneb	ενσέντε
renrui	ένρι
renren	έρεν
renovo	ενοώ
renova	ενοα
renovada	γρενάδα
renou	μενού
renouvin	έντουιν
renoth	νοθ
renon	λένον
renong	ενγκ
renommee	ενωμένη
renomées	έγκωμης
renodi	έντι
renoart	έντουαρτ
renny	λέννυ
rennyo	ενυώ
renno	γεννώ
renni	τέννι
rennison	τένισον
renniger	τενγκέρ
renne	νέννη
rennau	έννα
rennais	γενναίες
rennae	εναε
renmin	ημίν
renkse	ένκε
renko	ενικό
renkioi	γενίκιοϊ
renka	ένεκα
renix	φένιξ
renish	ένις
reninge	μήνιγγες
renihan	ενείχαν
renie	σενιέ
renick	ενικ
renfield	ένφιλντ
renet	ενετό
renesium	ενέσιμη
renens	εενσ
renel	πένελ
renehan	ενείχαν
renegado	νεγάδων
renee	ενέλε
renea	ένεκα
renear	νήαρ
rendrag	πέντραγκ
rendille	ενδιόλη
rënda	αρντά
rencheng	μένχεν
renaut	ναυτ
renaud	εναδ
renard	εναδ
renape	νάπη
renant	ἕναν
renana	νανὰ
renald	εναδ
renaldi	πέναλντι
remys	έμρυς
remwil	έμιλ
remson	εσόν
remsen	έσεν
rempel	επελ
remota	μότα
remos	έιμος
remont	ημών
rémond	μοντ
remondet	μόντεστ
remoch	εοχ
remmey	έμμυ
remmer	έμερ
remmerde	έμμετρη
remkes	εκεσ
remis	ήμισυ
remini	μίνι
reming	μιγκ
remingtons	ρέμινγκτον
remigi	μιγί
remigino	εμίγδιο
remiel	έμιλ
remexido	ρεμέξιο
remete	μετέ
remes	εμέρς
remender	εμπέντε
remeliik	ρεμελίκ
remek	εκμέκ
remei	εμείς
remeha	εμεα
remee	έμενε
rembau	έμπα
remarq	ήμαρ
remarc	ήμαρ
remans	μανς
remal	κεμάλ
remaliah	ρεμάλια
remai	είμαι
relyon	λυόν
relyea	ελέα
relvas	ελασ
rello	τέλλο
rellik	έλλι
relley	ελλη
relizane	σεϊζάνη
relion	έλιν
relindis	λέιντις
reles	ελιές
relacore	λαχόρη
reksta	έκτα
reklai	ε΄και
rekkof	εκοφ
rekken	εκκε
rekkem	εκκε
rekia	μπέκια
rekhta	έκτα
rekhetre	εκθέτη
rekers	εκεσ
rekem	εκρέμ
rekani	κάνι
rekal	εκάλη
rejser	έσερ
reizes	εζεσ
reizen	εζέν
reitze	ετζέ
reitzes	ρέιτζερς
reitse	ιτσέ
reitsema	επισημα
reitje	ειτε
reith	έριθ
reithian	έθιξαν
reitern	εμπιτέρν
reiten	ίτεν
reitel	έτελ
reist	είστε
reiss	έισις
reiske	εσκή
reisig	έισι
reise	είστε
reisa	φέισα
reints	έιτς
reinosa	εσπινόσα
reinold	ρέινολντ
reinke	ένκε
reinet	είνε
reinette	μείνετε
reinert	μέιντερτ
reiners	ρέιντερς
reinerston	αειμνήστων
reinel	είνε
reineh	είνε
reinecke	μπέινεκε
reindorf	εϊντούρ
reindl	εΐντ
reince	είνε
reinbach	λένμπαχ
reimer	έμερ
reimei	ειμι
reima	είμαι
reimans	μπέιτμανς
reily	εμιλυ
reille	ελλη
reile	ειλεό
reiko	εικών
reika	ηδικα
reikai	ε΄και
reihe	είθε
reiginas	αίγινας
reifs	νέιφς
reifles	εριφύλης
reies	ελιές
reiersen	ίβερσεν
reien	εἶπεν
reids	είδες
reido	είδων
reidland	λέιλαντ
reider	είδε
reidel	είδε
reideen	ειδήσεων
reidar	είδα
reicht	εχτ
reichter	ρίχτερ
reichner	λέχνερ
reice	ειχε
reibo	έιβον
reibland	λέιλαντ
reial	εγιάλ
reiach	ιάχ
rehtia	ετιά
rehren	έρεν
rehras	ήρας
rehne	εθνη
rehman	έμαν
rehimena	χιμένα
rehan	ήθαν
regulianus	γουλιανούς
reguero	εγγύτερο
reguera	εγγύτερα
regueras	ηγερίας
regric	εγρί
regreg	γρηγ
regor	εγκόρ
regon	έλγον
regolo	γκολό
regoli	γκόλι
regne	εγινε
regner	ένερ
reglan	γκλαν
registro	σείστρο
registre	εγωιστή
registor	μέγιστό
registar	μέγιστα
régios	γιος
regino	γκίνο
régine	γίνη
reginato	εγίνετο
reginæ	εγίν
regil	εγιάλ
regie	εγινε
regiella	ρήγιλλα
regiam	γιαμ
reghin	εγίν
reggian	εγκογιάν
reggendo	αργέντω
regester	έεστερς
reger	μέγερ
regenza	βρεγμένα
regenstein	γκορενστείν
regener	βέγκενερ
regencia	ευγενία
regele	γκέλε
régate	γάτε
regas	σεγασ
regar	έγκαρ
regan	πήγαν
regans	γκανς
regana	γκάνα
regamus	έγγαμους
regadera	γάδειρα
refur	εφύρα
refree	έρεε
refoua	φουά
reflauta	φλάουτα
refik	ρεφίκ
refia	κέφια
reffue	εφφέ
reffle	εφφέ
refentse	φενίτσε
refeeq	εφεε
refalosa	κέφαλος
reest	γκέεστ
reeson	εσόν
reeside	κελεσίδη
reese	έφεση
reeser	έσερ
reesa	έζησα
reena	έλενα
reemst	εμστ
reema	ήρεμα
reelease	δελέασε
reekes	εκεσ
reega	έλεγα
reefe	εκεφε
reedland	ζέελαντ
reedie	εεδε
reeder	εεδε
reebus	εεβσ
reebee	εεεε
redring	εντρίγκο
redondu	εδμόνδου
redondal	νέδοντα
redmen	ήμην
redman	έμαν
redlin	έλιν
redlener	μέλενερ
redlands	ρέλαντς
reditu	εδίτ
redich	εδχ
redhouse	ηχούσε
redhound	εχούντ
redhom	εδώμ
redfern	ρέντφερν
reder	φέδερ
redern	εδέν
rederi	έδει
redend	εδέν
redel	μεδέλ
redeless	έκδηλες
redeen	εδέν
redcraze	εδράζει
redbraes	εβραίες
redbarn	έντβαρντ
redban	έβαν
redbad	εδαδ
redar	έδγαρ
redard	εδαδ
reć	ρε
rectores	ρήτορες
recordes	χορδές
recondo	έχοντος
recoba	εόβα
reclam	ελαμ
recknitz	ρέκνιτζ
recker	εκέρ
recita	είτα
rechy	πήχυ
rechytsa	έχυσαν
rechtmar	βέχμαρ
rechov	ἔχω
réchin	χιν
rechinul	εχίνου
rechiar	μεχιτάρ
recha	άηχα
receda	εεδα
reb	ηβ
rebutia	ρεβύθια
rebrov	εβρο
rebrikov	εβραϊκό
rebrebus	ερέβους
rebour	μπουρ
reboul	μπούλ
rebouche	μπουχέν
rebori	βόρι
rebma	νεβμα
rebman	έμαν
rebling	σεβρλίγκ
rebiya	έβια
rebet	έβερτ
reben	έβενο
rebeldes	μπελάδες
rebek	λεβέκ
rebekkah	ρεβέκκα
rebechan	μπεϊχάν
rebeca	εβεα
rebati	μπάτι
reatta	άττα
reatine	ζελατίνη
reate	ελάτη
rearte	άρτη
reardon	ρέαρντον
reans	έβανς
reandean	άντεξαν
reamon	αμών
realonda	ελούντα
realli	άλλι
reali	σέαλι
realito	εκαλείτο
realdo	άλδο
reala	έξαλα
reage	ευαγή
reael	εμαέλ
readon	άδων
readmond	έντμοντ
reada	εξάδα
réache	αχέ
reacha	αχά
rdr	δρ
rbridges	εβρίδες
rbk	βκ
rbf	βφ
r-beta	βέτα
rba	μπα
r.a	ρα
razzi	αζίζι
razzar	αζάρ
razon	άζογκ
razik	γκαζίκ
raziel	αζίλ
razides	γαζιάδης
razia	μάζια
razgon	αγών
razer	ατζέρ
razem	ατζέμ
razel	μπάζελ
razei	τάζει
razdeli	πραντέλι
razdan	αδάν
razbor	αζώρ
razak	άζρακ
razai	αζαλί
rayzor	αζώρ
raytoi	άυτό
raysse	ασσε
rayson	άσων
rayski	ασκι
rayos	άυλος
rayner	ἀνήρ
rayna	άμυνα
raymo	άζυμο
raymound	αμπούντ
raymor	αμόρ
raymon	υμών
raymondo	αμοντόν
raymonde	αμυμώνη
raymer	αμερ
rayman	αμάν
raylee	άυλη
raylan	άλαν
rayito	άυτό
rayile	άυλη
rayden	άδην
raydan	αδάν
raydale	αμυγδαλή
raychem	ατυχημα
raybon	υβόν
raxoi	άξιοι
raxaul	αξάλ
rawson	άσων
rawles	αλές
rawdon	άδων
rawbiz	αβίζ
rawana	άανα
rawalpindi	ραβαλπίντι
ravus	ράους
ravnik	ανίκ
ravnet	ανέτ
ravera	άερα
ravdan	αδάν
rautu	αὐτοῦ
rautsi	άτσι
rauter	άτερ
rautek	ατηκ
rautal	αὐτὰ
rausimod	καύσιμο
rauseo	ασεο
rauschen	αυχένα
rauray	αύρα
raunston	άνιστον
rauno	φαύνο
rauner	ἀνήρ
raunds	αντς
raunas	ανάς
raumer	αμερ
raumas	ὑμᾶς
rauli	αυλοί
raulito	αυλιωτών
raulin	αλίν
rauline	παύλιανη
rauisuchia	σαυρίσχια
rauer	άουερ
raud	ράουντ
raudas	άδας
ratzen	τζην
ratzel	τζελ
ratten	ατην
rattel	άττη
rattee	άττη
rattay	άττα
ratso	κάτσω
ratse	μάτση
rätsel	τσελ
ratsadon	τσαντών
ratra	πάτρα
ratosh	ατός
ratomska	ατομικά
ratno	άτονο
ratnik	ανίκ
ratna	άτινα
ratmanov	αταμάνο
ratlam	αλάμ
ratko	ράτκο
ratitae	ατίθαση
ratimai	ατιμάσει
ratigan	ράτιγκαν
ratier	τιέρ
rätien	τιεν
ratiaria	τιμάρια
rathsman	ατσαμάν
rathotis	καθότι
rathod	άθω
rathgannon	αθιγγάνων
rathenow	αθηνών
ratheim	αθεϊσμό
rathburn	αθύρων
rathbone	αθώωνε
rathbane	πάθανε
ratgar	άγαρ
ratellin	τελλίνι
rateet	τέητ
ratchis	ατυχίας
ratatosk	άτακτος
ratas	κάτας
rataplan	καταλάν
ratapani	τραπάνι
rātana	τάνα
ratamo	ατμό
ratak	ατάκα
ratae	ατάλη
raš	ρα
raszer	άσερ
raswan	ασάν
rasûl	ράσλη
rasuli	ασλί
rasulids	αυλίδος
rastriya	καστριά
rastrick	αστρική
rastrapala	αστραπιαία
rastow	άστο
rastiz	άστι
rastell	κάστελλο
rastam	σταμ
rassegna	μασσενά
rassegna	μασσενά
rassau	άσσα
rassada	ασσομάδα
raspad	άσπα
rasor	άσμορ
rasolt	σωλτ
rasna	ασένα
rasmea	αμεα
rasles	αλές
rasky	λάσκυ
raskob	ασοβ
raskiana	ασκανιά
raske	λάσκε
raska	σάσκα
raskam	ασάμ
rasjek	ασεκ
rasie	ασίζη
rasieres	σκιερές
rasiak	ασίκ
rashti	άστι
rashot	ασότ
rashon	άσων
rashko	ασκό
rashis	ασίς
rashim	ασίμ
rashif	ασίφ
rashford	άσφορντ
rashepes	άσηπτες
rashemen	άσχημη
rashed	ασεδ
rashedia	σχέδιά
rasham	ασάμ
rasend	σεντ
rasel	κασέλ
rasekh	ασεκ
raseir	ασίρ
rasda	μάσδα
rascon	άσων
rascia	άσια
raschid	πασχίδη
rasberry	άσμπερυ
rasabali	σαβάλια
rarus	αρεύς
rarri	λάρρι
rarra	αρράς
rarotongan	ραροτόνγκα
raroia	ροιά
raritans	τάιτανς
rarick	αρίκ
rarhi	αρχι
rarfau	αρφά
raranj	αράν
raraku	αράκ
rapti	απ΄τις
raptakis	επτάκις
rapse	καψή
rapsat	πσατ
rapprese	απόρησε
rappleye	απέπλεε
rappites	ραπίτης
rapperia	πιπεριά
rapparee	κάππαρη
rappan	άππα
raposo	πόσω
rapolano	απλανών
rapman	αμάν
rapley	πλέυ
raplee	απλή
rapkin	ακίν
rapke	απική
ràpita	πιτά
rapistan	καπιτάν
rapin	άπιον
rapido	αιδώ
rapidan	απέδιδαν
rapiah	άπια
raphis	άπις
raphia	άπια
raphel	απέλ
raphanea	απάνεμα
raphana	απίθανα
raphaela	απατηλά
rapat	απάτη
rapatzikou	αποβατικού
rāpata	πατά
rapall	απάλ
rapalionis	απαξιώνεις
rapaces	απαρχής
raoul	ράουλ
raoult	αουτ
raoni	μαόνι
raombana	καμπάνα
raocha	αχά
ranzn	ανζέν
ranya	τάνυα
ranvik	ανίκ
ranvet	ανέτ
rantowle	ανατολή
rantoul	ανθούλα
rantisi	ανθίσει
rantel	ανέλ
rantanen	ανάγκην
ransui	ανσί
ranst	αναστ
ransford	άσφορντ
ranseier	ρανσιέρ
ransbeke	ανέβηκε
ransäter	μάνστερ
ranong	άνγκ
ranoji	ανώι
rannva	αννα
rannusio	ανούσιο
ranney	άννυ
ranma	άνομα
ranlo	αγγλο
ranke	άνκερ
ranjel	ανέλ
ranjan	ανάν
ranis	τάνις
ranipur	μανιπούρ
ranin	κάνιν
ranil	άνβιλ
ranikhet	ανίκητη
raniganj	άνοιγαν
rangwala	σάγγαλα
ranguana	μάγγανα
rangpur	ναγκπούρ
rangpuri	αγκύριο
rangpara	ανγκαρά
rango	αγκνώ
rangoni	αγκωνίτη
rangko	άνκο
rangiroa	μπαγκίρα
ranginui	μπαγκίνι
rangile	αγκιλέρα
rangdo	αντο
rangavis	αγγαίος
rangataiki	αγκαθάκια
rangam	ανάμ
rangalla	σάγγαλα
rangaiah	παγγαία
ranft	ρανφτ
ranford	σάνφορντ
ranee	ανέμη
raneb	ανέβα
randys	αντς
randu	αντού
randulin	αντλιών
randøy	άντυ
randow	αντο
randot	ντοτ
randerup	άντβερπ
randau	άντα
randalls	ντάλλης
randagiu	ανταίου
ranconis	αντόνις
rancolfo	αντόλφο
ranchoes	άνχελς
ranavalona	ραναβαλόνα
ranaut	ναυτ
ranaudip	άναυδοι
ranatra	ανάκτορά
ranasur	ανασύρει
ranapaheli	αναπαυθεί
rānana	νανὰ
ranaldo	αρνάλδος
ranaji	αναΐ
ranae	άναβε
ranabhat	αναβάτη
ramzi	ραμζί
ramzin	αζίν
ramza	άμαζα
ramyar	αμάρ
ramville	καμίλλη
ramtron	λαμπτρών
ramtom	ατόμ
ramtin	αμίν
ramtha	αμθ
ramtek	ατηκ
ramsus	αμσσ
ramstein	μαστέιν
ramstad	αμιστάντ
ramsses	αμφίσσης
ramsi	αμάσι
ramsin	αμίν
ramse	ραμσή
ramsés	αμσσ
ramsen	ασεν
ramsare	σαμσάρης
rampon	απόν
rampla	απλα
ramper	άπερ
rampal	απάλ
ramoth	αμθ
ramos'	άμος
ramose	μοσέ
ramornie	αμορόνι
ramont	άμοτ
ramong	μογγ
ramoma	μομα
ramoen	μόεν
ramoche	αμέτοχη
ramni	αμανί
ramna	άμυνα
ramnam	ανάμ
ramnagar	αμπγκάρ
ramnad	αμντ
rammin	αμίν
rammenau	καμμένα
rammas	άμμα
ramli	αμαλί
ramle	αμελέ
ramler	αμερ
ramla	ράμλα
ramlal	αμάλ
ramkot	άμοτ
ramkin	ακίν
ramkatha	άκανθα
ramkanta	άκανθα
ramiz	ραμίζ
ramius	άμις
ramito	μίτο
ramists	άμισθος
ramistic	αμισθί
ramism	άμις
ramio	άμφιο
raming	μιγκ
ramil	άμιελ
ramik	αμίκα
ramier	άιερ
ramia	αμιάν
ramhal	αμάλ
ramgir	αμίρ
ramge	αμιγή
ramgar	άγαρ
rameya	αμεα
rames	ραμές
ramelton	μελίτων
ramee	αμελέ
rameau	αμεα
ramdan	αδάν
ramdam	αδαμ
ramchandra	αλεχάντρα
rambusek	καμπύση
rambsy	άμπυ
rambozo	αμπρόζιο
rambow	άμπο
ramboll	ράμπολλα
rambocus	ναμπούς
rambilli	καμπιλί
rambha	άμπα
rambaldi	αμπαντί
ramaz	άμαζα
ramat	αμάτι
ramathan	ματθάν
ramasun	ραμασούν
ramaseva	αμάσητα
ramasetu	αμάσητα
ramaré	αμάρ
ramann	αμάν
ramanand	μανάντο
ramallah	μαλλάχ
ramak	σαμάκ
ramakien	μάκινεν
ramakian	αμπακάν
ramakant	αμπακάν
ramai	αμαλί
ramaema	αμάρτημα
ramad	αμάντ
ramadoss	άμαντος
ramadi	μάδι
ramadasu	αρμάδας
ramadani	μαντάνι
ramacharit	μαρχαρίτα
ramaa	αμάρα
ral	αλ
ralthus	μάλθους
ralphi	άλπι
ralpheda	αλίπεδα
ralna	άλωνα
ralls	άλλας
rallidae	ραλλίδη
ralliart	αλίαρτο
ralio	άλλιο
ralinge	αλιγκέρι
ralfini	αλταφίνι
ralfe	άλφεν
ralda	άλντα
ralbah	άλμπα
ralbag	άλμπα
ralang	λαγκ
rålamb	λάμπ
raksi	ακάσι
raksel	ακελ
rakove	ακοή
rakotobe	ακτόμπε
raknno	άννο
rakki	λακκί
rakkat	άκκα
rakkasan	άκμασαν
rakiraki	μπαϊράκι
rakhin	ακίν
rakhines	ακτίνης
rakhel	ακελ
rakéta	ακτά
rakesh	άκης
rakei	μακέι
rakawi	α΄και
rakatomena	καταγόμενα
rakastaa	κάστανα
rakashas	αρκάσας
rakanzan	άκμαζαν
rakaa	ακάμα
rajter	άτερ
rajsko	ασκό
rajski	ασκι
rajsen	ασεν
rajpal	απάλ
rajorasa	αγόρασα
rajnai	αναΐ
rajio	ράκιο
rajendra	αφέντρα
rajchman	βάχμαν
rajchandra	αλεχάντρα
rajabian	αράβιαν
raizo	αξίζω
raize	ασίζη
raizet	ιζέτ
raivas	αιας
raithu	αιθ
raiteri	αιθέριο
raisuli	ραϊσούλι
raistlin	άισελιν
raissi	ισσί
raissa	ίσσα
raiony	αιων
rainmaster	φαινόμαστε
rainis	ίνις
rainino	αϊμονίνο
rainiers	αινίτες
raine	μάινε
rainers	μαρίνερς
raineri	αγιονέρι
rainelle	κανέλλη
rainbek	στάινμπεκ
raina	άτινα
rainald	ραϊνάλδο
rainach	αϊντάχο
raimu	αίμου
raimis	άμις
railo	αίλιο
raili	αίλιο
raile	αϊλήν
railex	ίληξ
railay	άιλα
raiko	ράικο
raikin	ακίν
raign	αιγών
raigad	αίγα
raiford	μπάιφορντ
raidergate	παιδεραστή
raiden	άδην
raidco	αιδώ
raidah	αΐδα
raich	πάιχ
raicho	άχο
raiatea	αιματηρά
rahsia	άσια
rahsan	ασάν
rahotep	ραχοτέπ
rahne	άχνη
rahner	ἀνήρ
rahmon	αμών
rahmel	αμέλ
raḥman	αμάν
rahman	αμάν
rahkonen	μακόνεν
rahim	άχιμ
rahimi	άιμι
rahima	αἷμα
rahier	άιερ
rahere	αερε
rahen	αθήν
raheita	αθέμιτα
rahden	άδην
rahan	αθαν
ragwon	αγών
ragusino	γύψινο
ragunda	αγνούντα
rague	αγαύη
raguet	αγετ
ragozin	ραγκόζιν
ragotin	αγουστίν
ragosina	αγνωσία
ragodon	τραγωδών
ragoba	γόβα
ragni	αγνοί
ragnelle	κανέλλη
ragnar	άγαρ
ragnaros	άβγαρος
ragnaris	κανάρις
ragnal	αγνά
raglin	γκλιν
ragle	τάγλε
raglan	γκλαν
ragins	άγις
ragimana	αγριανά
raghna	αγνά
ragge	αγωγή
ragget	αγετ
rager	αγέρι
ragen	αγενή
ragdale	αμυγδαλή
ragaz	αγιάζ
ragat	αγκάτ
ragan	αγιάν
ragans	γκανς
ragang	γκαγκ
ragaba	γκαβά
ragaa	αγαλά
rafute	αυτή
rafuse	φύση
rafto	άφυτο
raftis	αφτί
rafraf	άφρα
rafols	φολς
rafkin	ακίν
rafir	καφίρ
rafio	άμφιο
rafik	σαφίκ
rafid	αφίδα
rafidain	αφίδναι
raffy	μπάφφυ
raffe	αφιφέ
raffaelo	ραφαέλο
raffaele	ραφαέλε
raffaela	ραφαέλα
rafet	μπάφετ
rafer	άλφερ
rafeea	αεεα
rafard	αφάρ
rafal	αφαλό
rafaella	φανέλλα
rafaa	αφαία
raeti	αετοί
raetians	απετιάν
raesfeld	ασφέλντ
raeren	έρεν
raeper	άπερ
raenne	άννε
raemer	έμερ
ræling	λίγκ
raeline	απέκλινε
raelette	έπληττε
raehana	αμήχανα
raedae	αδαή
raeco	άηχο
raebu	αλεβύ
raeber	έβερ
raeben	αβέν
raebel	αβέλ
radzi	άντζι
radzin	αζίν
radzim	αζίμ
radyo	άδυτο
radwan	αδάν
raduta	αὐτὰ
radura	αύρα
raduga	αυγά
radtke	αδτε
radstone	γκαστόνε
radox	άδοξο
radoub	άδου
rador	άντορ
radomir	ραντομίρ
radomiro	δόμιρος
radomira	αντμίρα
radomia	ναοδομία
radol	άδολη
radok	σαδώκ
radohima	αδόκιμα
radocha	διάδοχα
radnot	ανωτ
radner	ἀνήρ
radna	αδένα
radman	αμάν
radle	άδελε
radla	αδέλα
radko	άδικο
radke	αδική
radka	άδικα
radis	άδεις
radisson	άντισον
radiotopia	ιδιοτροπία
radiosepia	αντισηψία
radionette	αντιφωνητή
radiola	ανδριόλα
radin	ναδίν
radino	δίνω
radillo	αντιλλών
radikale	βαϊκάλη
radie	αδική
radia	αηδία
radfan	αδάν
radest	άδες
rader	αντέρ
radenska	αδενικά
radeloos	ἀδελφὸς
radebe	αεβε
raddy	αδεδυ
raddison	άντισον
raddai	άδδα
radak	αεδακ
racter	άτερ
racour	άουρ
rackin	ακίν
racker	άκερ
racite	αϊτή
racim	άχιμ
rachov	άχο
rachi	άχτι
rachilde	χίλντε
rachev	αχέ
rachelle	χέλλερ
rachasap	χασάπη
rabulas	βάβουλας
rabten	ατην
rabtan	αβάν
rabson	άσων
rabri	άβερι
rabot	άμποτ
raboso	μπόσο
rabor	άρμπορ
raborn	μπορν
rabone	βόνη
rabonera	απόνερα
rabolt	βολτ
raboin	μπόιν
rable	άβολη
rabkin	ακίν
rabka	άβακα
rabit	άβιτο
rabitsch	βίτσχε
rabita	βίτα
rabisu	βισύ
rabins	βινς
rabinof	σαβινκόφ
rabinico	σαβίνιο
rabines	αμπρίνης
rabindra	ζαβίντα
rabinate	ακινάτη
rabinal	καβιγκάλ
rabigato	αβίαστο
rabie	σαβιέ
rabien	μπιεν
rábida	βίδα
rabiah	αβία
rabhas	αβας
rabhan	αβάν
rabess	άβες
raber	ξάβερ
rabeleisan	απέκλεισαν
rabdan	αδάν
rabbs	αββάς
rabbins	ραββίνος
rabbies	αβέβαιες
rabbids	σαββίδης
rabbia	αβία
rabbe	σάββη
rabbel	αβέλ
rabbaṯ	αββά
rabbat	αββά
rabbards	αββάδες
rabbai	αβαΐ
rabbae	αββά
rabastan	μπαστιάν
rabasa	μπάσα
rábano	μπάνο
rabanit	αρβανίτη
rabang	βαγκ
rabanedo	αβάντσο
rabam	αβράμ
rabal	άβαλα
rabaglio	καβάγιο
rabagas	ραμπαγάς
rabad	αβάντ
rábade	βάδη
rabadash	άβαντας
rababi	αβαΐ
rabaa	άβαλα
raa	αα
raati	αλάτι
raath	μπάαθ
raate	ράατε
raasta	άστα
raard	άαρντ
raanta	άανα
raans	αβάνς
raani	αμανί
raanan	ανάν
raala	άβαλα
raagam	ράγα
raabi	τάαβι
raabe	άναβε
raaba	άλαβα
qyteti	τέτι
qys	υς
qwardian	καρδίαν
qwabes	άβες
qutang	ταγκ
qusta	ούστα
qusay	ουσάυ
qusair	σάιρ
qurra	μύρρα
qurna	γύρνα
qurei	ουρεί
qurans	ρανς
quraniah	ουράνια
qurai	αύραι
quorndon	γκόρντον
qumar	ουμάρ
quizzo	ιζζό
quiton	ιτόν
quitmans	ουίτμαν
quiros	ίρος
quinton	ουίνστων
quinon	ινών
quing	ουίγκ
quiner	ίνερ
quindor	ουίνδσορ
quindaro	πίνδαρο
quimene	ευλιμένη
quimbara	ιμπάρρα
quiltcon	ουίλτον
quiltcon	ουίλτον
quilos	ίλος
quilon	υιόν
quillish	ουίλλις
quillian	λίλλιαν
quiles	ίλης
quila	ουίλα
quilan	ίλαν
quikil	ικιλ
quietman	ουίτμαν
quiera	ιέρα
quidor	ύδωρ
quibi	ουΐβι
quhistan	ουίσταν
qufaro	φάρο
quettingen	γκέττινγκεν
quetta	ήττα
questra	νουέστρα
quesiton	μεσιτών
quero	ύπερο
querol	ερόλ
querini	κουερίνι
querias	ευγηρίας
querfurt	έρφουρτ
quenis	ένις
quenes	ένες
quendi	έντι
quendian	έντριαν
quendall	κένταλλ
quélen	ύλην
quelen	έλεν
queis	ὑμεῖς
queirt	ειρτ
queiros	κύπειρος
queipo	ειπώ
queerest	έβερεστ
queensland	κουήνσλαντ
quedamos	ουδαμώς
quebra	εβρά
qudos	ουδός
qudat	ύδατά
qudadi	δαδί
quchi	νύχι
qubing	μπιγκ
qubais	βάις
qubadian	βάδισαν
quazar	αζάρ
quayle	άυλη
quatsino	πατσίνο
quato	ύπατο
quate	ύπατη
quassi	άσσι
quassa	άσσα
quartius	άρτιους
quartino	αρετίνο
quarrier	μπάρριερ
quaroni	κουαρόνι
quarndon	μπάρντον
quarme	αρμέ
quare	μύαρη
quarab	αραβ
quanax	άναξ
quanai	αναΐ
quamba	άμπα
quamar	αμάρ
qualys	άλυς
qualters	βάλτερς
qualta	άλτα
quals	ύαλος
quallion	μαλλίων
qualla	άλλά
quali	ύαλοι
qualex	άλεξ
qualen	αλεν
quala	ύφαλά
quain	ύαινα
quainton	αινιτών
quadside	αδοσίδη
quadrato	άδραστο
quadrans	αδρανές
quadam	αδαμ
qtouch	ουχ
qstock	στοκ
qsound	ουντ
qrr	ρρ
qprime	ριμέ
qotzo	κότζο
qormusda	ορμίσδα
qormi	όρμοι
qom	ωμ
qodesh	ωδής
qobustan	ουίσταν
q-link	λινκ
qline	λινέτ
qleibo	λείο
qld	λδ
qizhou	ίζου
qix	ιξ
qixin	ιξίων
qiuran	ιραν
qiulin	ίλιν
qit	ιτ
qitornai	τουρναί
qitai	κιτάι
qisong	ίσον
qishou	ίσου
qishla	ίσλα
qirqos	ίρος
qirat	φιράτ
qiping	πιγκ
qinlin	ίλιν
qingyi	ίγκι
qingxi	ίγκι
qings	ιγκλς
qingqi	ίγκι
qingli	ίγκι
qinglin	ριγκλίων
qinglian	αγγλίαν
qingbi	ίγκι
qinch	μινχ
qim	ιμ
qimron	ίμον
qimou	μίμου
qimin	ιμίνη
qimen	ίμπεν
qimar	αϊμάρ
qimant	ιμάν
qilwai	ίλαϊ
qillo	ίλλου
qilat	εϊλάτ
qik	ικ
qikou	ιικού
qigang	γκαγκ
qigai	αἰγαί
qidsa	ίντσα
qidra	ίντρα
qidan	είδαν
qichao	χάο
qiblas	μπλας
qia	ια
qiaotou	διαζώτου
qiaos	ίασος
qianlian	αγγλίαν
qiana	λιανά
qhera	θήρα
qflix	φίλιξ
qflash	φλας
qezel	βέζελ
qetesh	ετές
qesem	εσηεμ
qer	ηρ
qerlos	έλος
qerellos	τρελλός
qenya	κένυα
qenawi	έναι
qem	έμ
qemmo	μέμμο
qemists	έμπιστος
qemal	κεμάλ
qee	ηη
qedesh	ηδες
qedar	έδγαρ
qba	μπα
qazvin	αζίν
qaysis	ασίς
qaysar	ασάρ
qatya	άτυπα
qatun	κατύν
qattan	άττα
qatna	άτινα
qatin	άτινα
qatif	λατίφ
qataris	μπαταρίας
qatargas	κατάρας
qatanna	κατάνγκα
qataf	άταφο
qatabanian	ταταμπάνια
qasyim	ασίμ
qassim	ασίμ
qassaman	ατσαμάν
qassab	άσσα
qassaa	άσσα
qashan	ασάν
qar	ἀρ
qaryndon	πρυντόν
qaryat	άρυα
qarun	άρουν
qartheen	άρθηκε
qarshi	αρσί
qarshe	άρση
qarin	γκάριν
qargha	αργά
qaret	άρνετ
qarchak	αρχαϊκά
qarad	άραδο
qap	α΄π
qapqal	απάλ
qapagan	απήγαγαν
qanuni	άννι
qanso	γκάνσο
qanon	μανόν
qango	αγκνώ
qanatir	μαναστίρ
qanaat	ανάτ
qamus	αμπύς
qamla	ράμλα
qamishli	αμισθί
qamil	άμιελ
qamili	μίλι
qamdo	άμντο
qalyubia	καλύβια
qalmaq	αλμα
qallu	αλλου
qalimari	λιμαριά
qalibaf	γκαλιμπάφ
qalası	αλάς
qalah	αλάχ
qaidat	αΐδα
qaidam	αδαμ
qahtanites	σατανιστές
qahira	άιρα
qagan	αγιάν
qaeda	αηδία
qad	άδ
qadura	αύρα
qadri	αδρία
qadree	αδρή
qadrat	αδρά
qadorrah	ανδόρρα
qadin	ναδίν
qadima	αἷμα
qadiani	αδριανίς
qader	αντέρ
qadari	αδάρ
