zumi	ずみ
bhadka	하카
bgn	بن
bezwaren	베아른
beznea	에네아
bezige	資格
bezdan	에단
beyron	에론
beyoba	요바
beyman	에만
beyen	에셴
beyala	에얄
bexiga	에이가
beweringen	웰링은
bewani	완이
bevensen	에벤센
beu	ㅡ
beusse	에쎄
beurze	으레
beurse	으레
beurmann	으로만
beurling	브링
beuret	으레
beurden	프리덴
beumer	음에
beula	을사
beuil	은일
beuhring	브링
betul	에투알
betto	ペット
betson	에손
betonung	언중
betka	에티카
betita	티타
betis	페팃
betiri	에이리
betim	세팀
betico	에이초
bethel	에텔
betheira	페헤이라
bethanie	εθνική
bethania	베타니아
bethan	에탄
betenson	テンション
betch	エッチ
betbunia	페투니아
betans	에탄
betaneli	에탄올이
betaceum	타츠마
besugo	수고
besugi	すぎ
beston	에손
besta	뎃타
bessye	에쎄
bessou	쏘우
besson	쏜
bessin	씬
bessie	씨에
bessi	엘씨
besshi	略式
bessey	에쎄
besset	에쎄
besses	에쎄
besök	벳키
besman	에만
beslan	에산
besko	앳코
bésiro	시로
beşiri	에이리
besim	체심
besig	외식
besiana	메시바나
besho	略綬
beshir	略式
besharam	세사람
besemann	에서만
beseit	에세이
besdin	에딘
beschi	略式
besaya	사야
besarionis	베사리온의
besantio	산티노
bésame	사메
besal	네살
besak	에사카
berzon	에론
berzoini	헤로인이
berzin	에린
beryn	而言
berwin	륀
bervon	에론
beruter	테루테루
berun	페룬
berto	에라토
bertioga	에리코가
bertini	케라틴이
bertin	에린
bertil	에틸
bertie	에리에
bertel	에텔
bertan	에탄
bersu	エリス
berson	에손
bersi	爾時
bersin	에린
bersia	에리아
berru	에루루
berrio	에리오
berrington	베링턴
berrin	에린
berriman	베리만
berrie	에리에
berria	에리아
berones	베로네세
berom	메롬
berolina	벌이나
berold	에롤
beroidae	데리다에
beroe	메로에
beroca	로차
beroaldo	로날도
béroalde	로알드
beroa	엘로아
bernorio	테노리오
bernon	에론
berno	에리노
bernil	에릴
bernikow	에리코와
bernike	베레니케
berni	에렌이
bernie	에리에
bernicla	베니치아
bernicia	베니치아
berneuil	에르빌
bernero	에린으로
berneray	에레라의
bernam	에람
bernaldo	레날도
bermil	에밀
bermeo	에러
bermen	에멘
bermange	어망에
berman	에만
berlis	而立
berlim	而立
berlie	에리에
berlei	엘에이
berko	에리코
berki	エレキ
berkin	에린
berka	에루카
berizu	에리우
beriza	에리아
berita	리타
berioz	에리오
beriot	에리오
beringia	링이나
beringar	에리나가
beriki	りき
beriker	케리케리
berik	에리코
beriev	에리에
beric	에리치
berial	리알
beriah	에리아
berhan	에란
berham	에람
bergsten	에릭센
bergseng	而生
bergo	에리고
bergk	벡키
bergil	에길
bergie	에리에
bergesen	에릭센
bergeri	베글리
bergenheim	테른헤임
bergelin	에겔린
bergan	에간
bergamo	페라가모
bergai	에라이
berga	에리가
berfin	에린
berezina	엘레이나
beres	제렛
beresina	엘레이나
berent	에렌
berenson	세레손
berens	에렌
berengarii	베렌가리오
berengaria	베렌가리오
berengar	에렌과
berend	에렌
berelson	세레손
bereli	而立
berel	에리엘
berek	エレキ
berekuso	베르소
beregi	렉이
bereau	에르
berean	에란
berea	베레아
berdon	ήδων
berdoe	에도에
berdis	에딧
berdin	에딘
berdie	에리에
berdel	에델
berdan	에단
berchman	耳川
berceo	에러
berbie	에비에
berben	에벤
berba	에리바
béraya	라야
berat	에라토
berasia	그라시아
beraries	페라리에
berakot	테라코타
beraja	라자
bérain	ライン
berahi	에라이
beradino	라딘어
berab	메랍
bepalingen	벨링은
beorra	어라
beorning	커닝
beornice	어린이에
beorh	버로
beopsang	서상
beopbojeon	법보전
beontra	전투라
beollain	얼라인
beoley	얼에
beola	얼마
beograda	이어가다
beogombo	처고모
beočin	어인
beocare	여차례
beoba	어반
bền	بن
benzonia	제노니아
benzi	根子
benzie	恩澤
benzes	恩澤
benzer	恩澤
benzen	恩澤
ben-ze	베네
benyus	엔유
benyo	세뇨
benxi	文系
benwu	仁武
benusa	누사
benue	베누에
benubi	누비
benua	베누아
bentra	엔타
bentoel	은퇴일
benti	센티
bentine	센티넬
bentel	에텔
benteler	엔텔라
bentayga	겐타가
bensusan	안수산
benski	엔키
benska	엔카
bense	本色
benru	忍辱
benoy	에노의
benotman	겉만
benon	데논
benona	노나
benom	베놈
benoa	제노아
bennoune	언노운
bennot	엔노
benniu	엔니
bennis	엔니
bennington	케닝턴
bennings	헨닝
benninge	엔딩에
bennetta	펜네타
bennek	베네
bennardo	젠나로
bennac	엔나
benli	人力
benko	렌코
benjy	엔죠
benizo	에니오
bénito	니토
benitensis	벤텐바시
benite	엔테
benintendi	닌텐도의
benihana	아니하나
beniata	제니가타
benia	엔시아
benhar	엔하
benham	엔하
bengu	에누구
bengston	엑시톤
bengoa	엔고
bengis	엔기
bengie	엔게
benger	엔게
bengawan	은관
bengala	번갈아
beneventum	베네벤툼
benetowa	멘토와
beneteau	베네트
benes	제넷
benesii	테네시의
beneria	렌테리아
beneni	네니
benem	메넴
beneke	엔케
benedite	케네디에
benedini	언딘이
bendu	温度
bendsine	겐신에
bendre	엔데
bendor	엔도
bendora	은돌라
bendon	ήδων
bendl	엔델
bendix	엔디
bendit	엔디
bendis	에딧
bendio	에니오
bendik	엔디
bendiken	데니켄
bendii	엔디
bendib	엔디
benderse	엔드레
bendeler	멘델에
benday	엔다
bencon	엔초
bencic	恩賜
bencho	엔초
bencha	엔하
bence	헨체
benbu	엔뷰
benbini	원빈이
benbang	번방
benayoun	베나윤
benay	에나의
bénara	なら
benan	文案
benameur	나므로
benambra	남보라
benaki	나키
benaissa	나있다
benaim	나임
benai	에나의
benadiri	아나디리
benade	엔데
benaco	나초
bemporad	엠포리아
bemmes	에멧
bemiss	에밋
bemer	에메라
bement	에멘
bembo	엠버
bembe	엠버
bemardin	에말린
bemand	에만
belyanin	엘타닌
belwang	월왕
belval	엘알
beltza	엘타
beltre	엘레
beltel	에텔
beltaine	엘타닌
belsen	에센
belsat	엘사
belsar	엘사
belrose	멜로스
belridge	엘리아데
belpre	엘레
belon	엘곤
beloko	엘코
beloki	엘키
beloje	어제
beloin	어인
belmont	벨몬테
belmol	엘모
belmas	엘마
bellisario	벨리사리오
bellei	엘에이
belkov	엘코
belkot	엘코
belkom	엘코
belkis	엘키
belketre	엘케르
belke	젤케
beljon	엘조
beljak	엘자
belis	엘빗
belin	엘킨
belinda	벨린다
belili	麗麗
belien	에이엔
beliebte	벨기에에
belicia	웰위치아
belice	엘체
belia	엘리아
belgrano	델라노
belgrado	엘라디오
belgrade	엘라다에
belgier	벨기에로
belgia	엘가
belgau	엘가
belevi	엘에이
belesa	엘사
belerion	에테리온
belenko	벨렌코
belen	엘은
ḇel	엘
belediye	児雷也
beledian	雷電
beldin	에딘
beldih	엘디
belder	엘데
beldar	엘다
beldale	월달에
belcke	엘체
belchada	엘하이다
belcha	베하
belcea	엘체
belcaro	열차로
belbruno	벨루노
belber	엘베
belben	에벤
belbek	엘베
belawadi	에야와디
belasi	엘시
belama	喇嘛
belalp	엘알
belae	엘앤
bekwai	콰이
bekuta	쿠타
bekure	쿠레
bekono	この
bekio	베키오
bekes	베켓
beken	에이켄
bekele	可樂
bekefi	에케이
bekasi	카시
bekan	세칸
bekal	데칼
bejarani	자랑이
bejan	세잔
bejaa	メジャー
beiyi	게이의
beitunia	페투니아
beitía	에이타
beisug	이숙
beissel	케이씨엘
beiski	잇키
beise	黑色
beisbol	에이스볼
beirn	에이린
beiriz	에이리
beires	에이레
beirer	에이레
beiras	에이라
beirão	에이로
beiral	에이라
beiqi	北齊
beipu	메이푸
beine	체인에
beimer	에이메
beilke	일케
beilen	일엔
beija	에이지아
beihe	北河
beigem	에이엠
beifu	背負
beier	內耳
beiern	에이엔
beidha	에이다
beidas	에이다
beicip	에이치
beichan	黒川
beibu	內部
beibl	에이벨
beibi	베이비
beian	헤이안
behrin	에린
behren	에렌
behran	에란
behram	에람
behra	에하라
behnke	엔케
behmen	에멘
behman	에만
behie	에히메
behen	惡神
behenian	에우헤니아
beheim	헤임
behdin	에딘
behar	에하라
behan	和漢
behana	ハナ
behaim	하임
behaghel	레하겔
begum	베굼
begrub	베루
begraven	브랜
begram	에람
begole	골에
begna	에기나
begiratu	비라트
begge	어께
begga	엥가
beger	에게로
begeja	게자
begeer	格尔
begbie	에비에
begaye	가예
bégato	가토
begas	μέγας
begala	갈아
begag	외각
begad	에가디
begada	가다
befohlen	벌은
beetje	베테
beeswing	에어윙
beeson	에손
beesel	에셀
beerus	エール
beerli	而立
beeri	에메리
beemon	에몬
beede	에세데
bedwin	에딘
bedwig	뒥
beduneau	에두는
bedum	어둠
bedriaga	도리아가
bedoya	도야
bedourie	테두리에
bedoon	ドーン
bédoin	도인
bedmen	에멘
bedloe	에도에
bedlin	에딘
bedja	얻자
bedini	디니
bedias	에딧
bedia	에디와
bedhan	에단
bedern	에덴
bederman	에델만
bedens	에덴
bedenken	데니켄
bedell	에델
bedelia	베델리아
bedei	웨데이
beddoe	에도에
beddie	띠에
bedden	뗀
becsei	에세이
becnel	에넬
beckingham	개칭함
bechu	何處
bechuana	傳達
bechi	エッチ
becedo	체도
becan	예찬
bebra	젭라
beborn	에본
bébian	汴
bebers	에벳
bebee	테베에
bebedero	베드로
beb	엡
bebawi	바위
bebal	제발
bebab	케밥
beaurain	아웃라인
beaune	은에
beaume	음에
beaughan	자욱한
beauce	아우체
beaton	아톤
beatin	아틴
beaterio	에테리온
beatæ	베아테
beatae	아태
beason	아손
beasi	에사시
beara	에하라
beanpole	에탄올에
beanna	안나
beanes	아넷
beane	제안에
beamon	아몬
beamis	에밋
beamen	아멘
beaman	아만
beakes	아켓
beahen	아헨
beahan	아한
beaga	네아가
beagan	아간
beadon	아돈
beadel	아델
bdu	賭
bdeir	데이라
bda	达
bbopki	보피
baʿrin	아린
bazuin	아우인
bazire	아이레
bazira	아이라
bazine	아이네
bazilian	白蓮
bazile	愛樂
bazian	子安
bazhuo	卓
bazgun	아군
bazeries	해리엣
bazentin	팬틴
bazeni	앤이
bazdeo	아더
bayyan	아얀
bayya	아야야
bayug	다육
baytekin	카테킨
baytam	아얌
bayta	아야타
baysen	아센
baysdale	아사달에
baysan	아산
bayru	아유루
bayron	아론
bayons	아욘
bayol	마욜
bayoil	요일
bayog	애욕
bayoán	아욘
baynes	아넷
bayne	아야네
bayme	あやめ
bayman	아만
baylon	아욘
bayko	아야코
baykam	아캄
bayini	아인이
bayharia	하야리아
bayham	아함
bayeta	예타
bayen	아연
baydon	아돈
bayden	아덴
bayban	아반
bayas	아야세
bayanzag	아야나기
bayanova	아야노와
bayangol	아양로
bayalu	아야우
bayaja	야자
bayahibe	아야히메
bayadere	얀데레
bayad	아야도
bayada	야다
bayabo	야보
bayabao	가야바초
bayaa	아야타
baximi	아이미
bawsel	아셀
bawra	아와라
bawon	아원
bawel	파웰
bawean	아완
bawden	아덴
bawat	아와타
bawal	라왈
bauunion	라우니온
bautino	타루티노
baute	아우터
bausse	아웃에
bauser	아웃에
bauru	아루루
baure	아우르
baurat	아우라
baunonia	안토니아
baunei	안에이
bauneg	아웅
baune	아문에
baumes	아멧
baumel	아멜
baume	하우메
baumanis	바우만이
bauli	사울이
bauling	하울링
bauline	파울리네
baule	파울에
bauko	아유코
bauke	나우케
bauhin	아우인
baugo	아우이고
baughman	자욱한
bauge	하우게
baufra	아우라
baudu	아우드
baudri	아우디
baudo	가우도
baudiš	아우디
baudis	아우디
baudin	우딘
baudil	아딜
baude	아우드
baucis	아우치
bauchi	うち
bauan	아우만
batzen	아텐
batzarro	아타리로
batzal	아탈
batya	카탸
batwomen	아톰은
batwa	아타와
batusi	투시
bature	투레
batuo	아투어
batula	아투아
battos	アット
battosai	토토사이
batton	아톤
battlo	アット
battin	아틴
batsto	アット
batson	아손
batsi	아타시
batrun	아룬
batrig	아릭
batpal	아팔
batoul	아툴
batou	가토우
bator	아토리
batool	아톨
batoka	とか
batna	아타나
batmania	카타니아
batlin	아틴
batko	아타코
batken	아텐
batka	아티카
batjan	아잔
batizi	題字
batiy	아티야
batisto	アーティスト
batio	파티오
batinite	아토니테
batigne	안티고네
batie	파티에
bathon	아톤
bathinda	마힌다
bathin	아틴
bathim	아힘
bathilde	마틸데
bathilda	바틸다
bathia	아티아
batham	아함
batemans	아트만
batel	라텔
bateke	테케
bateia	테이아
batebe	테베
batea	아테나
batbatan	아바타인
batawi	あたい
batavi	あたい
batave	아태
batatu	타투
batato	타토
batatada	아사타다
batasari	아티사리
batan	카탄
batam	바탐
batali	탈이
batalin	카탈린
batakota	아타코라
batak	아타코
batahola	아타호와
basye	아이셰
basum	악숨
basualdo	암살도
basto	핫토
bastione	알시오네
bastin	아틴
bastiano	카시아노
bastia	아티아
bastiaan	아시아판
basterra	아세로라
basten	στην
bastei	아세이
basta	맛타
bastam	아삼
bassov	앗소
bassot	앗소
bassm	아쌈
bassir	아씨
bassion	아순시온
bassil	씰
bassiano	카시아노
bassen	쎈
bassenge	쓴게
bassem	아셈
bassel	아셀
bassekou	아쓰코
bassat	아싸
bassas	아싸
bassar	아싸
bassac	아싸
basri	아사리
basran	아란
basra	아세라
basola	솔아
basmil	아밀
baslim	아심
baskul	아술
baskov	앗코
baskonia	라코니아
baskinta	자신타
basit	아시타
basir	아시로
basinski	신세키
basinger	하신게
basilio	사실이고
basilike	실시케
basilii	사실임이
basilia	사실이나
basildon	실동
basie	마시에
bashu	法術
bashkimi	哀しみ
bashe	大赦
basha	暗殺
bashas	아핫
bashania	山家
basham	아함
bashai	篩
basgo	아시고
basey	아세요
basevi	아세이
baselt	아셀
basels	아셀
basell	아셀
basegi	세기
basdol	아돌
basdeo	아더
basden	아덴
basco	삿초
bascon	아손
bascio	아시오
basciano	카시아노
basbanes	알바넷
basay	아사야
basasiri	사신리
basarabi	사라비아
basantar	산타로
basak	아사키
basah	あさひ
basaev	아사에
barzun	아룬
barzio	아리오
barzin	아린
barzan	아란
barzal	아랄
barzai	아라이
barwon	아론
barwig	뤽
barwa	아라와
barvin	아린
baruun	아룬
barut	아루토
barumun	하루무네
baruah	아루아
bartun	아룬
barton	아톤
bartomeu	아톰은
bartol	아톨
barto	아루토
bartie	아리에
barten	아텐
bartal	아탈
barson	아손
barsi	아리시
barsauma	아사누마
barsamya	아사미야
barsam	아삼
barsali	하루살이
barsa	아리사
barrum	아룸
barru	아루루
barron	아론
barrison	알리손
barrin	아린
barrie	아리에
barriage	아리아계
barriada	아리아이다
barretto	パレット
barretta	バレッタ
barrese	카라레세
barrenda	아뢴다
barreiro	루레이로
barrea	아레아
barrayan	카라얀
barrassi	나라씨
barrani	아리랑이
barran	아란
barral	아랄
barraine	아랍인에
barragan	아라강
barqan	아란
baroy	아로의
barøya	아랴
barou	가로우
barota	로타
barorisi	알로이시
baroon	아론
baronh	아론
baronald	로날도
baroña	아로아
baromans	ρωμανός
barolong	道隆
barolin	캐롤인
baroi	아로의
baroghil	아뢰길
barnum	아눔
barnston	아론손
barnsion	칸시온
barnouin	아로부인
barnim	아님
barnicka	아리치카
barni	아론이
barneo	아너
barne	아론에
barnea	아레아
barnardo	아레나로
barnam	안암
barnagar	아리나가
barnabae	아라비아에
barmakid	아라키다
barma	아리마
barliman	알지만
barletta	バレッタ
barlen	아렌
barlau	아라우
barlag	아락
barkun	아룬
barkin	아킨
barkim	아킴
barkie	아키에
barkes	아켓
barkel	아켈
barkau	아라우
barkam	아캄
barkal	아랄
barkaara	아리카라
barjonas	아리조나
barizoni	아리고니
bariu	카리우
barit	아리토
barisone	알리손
barishal	자리할
baripada	아리아이다
bariot	아리오
barink	아린
barindra	가린다
barind	아린
barimen	사림은
barile	릴에
barila	아리아
barik	아리카
barham	아함
barha	아라하
bargo	아라고
bargjini	낙진이
bargil	아릴
bargie	아기에
barghu	악후
bargen	아렌
bargan	아간
bargamot	아라모토
bargal	아랄
bareza	아레아
baret	아레테
baresane	해산에
barentse	아렌트
barent	아렌
barenne	바렌느
barend	아렌
barenberge	아렌버그
barel	카렐
barela	아레아
bareil	레일
bareham	마리에함
bareau	아라우
bardou	阿斗
bardon	아돈
bardini	알라딘이
bardin	아딘
bardia	아리아
barden	아덴
bardeman	아덴만
bardem	아뎀
bardel	아델
bardas	아닷
bardal	아달
bardai	아다이
barco	아레초
barcia	아리아
barbon	아론
barbinae	아라비아에
barbil	아릴
barbi	아랍이
barbetta	バレッタ
barbero	아랍어로
barberio	리베리오
barberie	루베리에
barbera	아라벨라
barben	아렌
barbee	아베에
barbasol	파라솔
barbarei	아라레의
barbaree	하라레에
barbarea	아라레가
barbao	阿保
barbania	알바니아
barbam	아람
barbagia	아루바가
barazani	아라타니
baraye	아래
barayata	아라하타
barawe	아래
baraw	아라와
barawani	아라타니
barati	라티
baratang	라탱
barasso	자랐고
baras	아랫
baraquio	아라우시오
barapind	파라핀
baranzai	아라나미
baranwal	자라날
baranura	아라푸라
barante	아마란테
baramula	아람을
baramis	아라미스
baralt	아랄
baralong	아라동
barali	랄이
barail	라일
baraibar	ライバル
barahir	하라히라
barahima	아라시마
barahama	아라타마
baragung	아라강
baraev	아래
barace	아래
barac	아라치
barabzon	바라본
baraboo	아랍어도
barabbas	바라빠
barabási	아랍식
barabaig	아랍식
baraa	아라가
baqura	아우라
baqiu	大邱
bâqiri	契り
bappi	아페피
bappa	앞판
bapedi	페디
bapat	아파테
bapak	아파카
baoying	照應
baoqi	高崎
baopu	老圃
baoli	毛利
baojiyan	要件
baohe	稲荷
baodi	高弟
baochan	道場
baoan	早安
banzie	安子
banzei	안에이
banzan	아난
banyas	아냐
banwari	만화리
banunu	누누
banty	안톄
bantʊ	版圖
bantul	아툴
bantug	安土
bantra	안라
bantigue	안티구아
bantey	안테
bantense	안테나에
banteay	안테나의
bantat	あんた
bansko	앗코
banski	안시
banska	안카
banshite	まして
banse	안세이
bansagar	판사가
banpo	難破
banou	안도우
banot	아노테
banoon	아논
banojian	要件
bannu	ジャンヌ
bannow	안노
bannot	안노
bannoni	안농의
bannoleu	아놀드
banniere	아니테레
bannetze	안네트
bannau	안나
bannanje	한낮에
bannaker	안내로
banmor	按摩
banmi	반미
bankya	아냐
banksian	탄키안
bankoni	안코나의
bankes	아켓
banken	안엔
bank-e	안케
bankaw	안카
banjuwangi	문주왕이
banjoman	안지만
banjat	안자
banjaran	다자란
banjalia	아잘리아
banjac	안자
banite	아이테
baninter	아니테레
banik	아니키
banii	아니키
banias	아니아
banhos	안호
bangxiu	長秀
bangsar	장사리
bangoy	안고
bangoura	아이노우라
bangor	안고
bangket	앙케트
bangkapi	앙카시
bangkanese	난간에서
bangidza	창이다
bang-han	상한
bang-era	아누게라
bangasu	양자수
bangaru	산가르
bangad	안가
bangaan	한가한
banevo	아너
banet	아네타
banesh	아넷
baneriji	내리지
banepa	네파
baneelon	안에선
baneasa	가네마사
banea	안에다
bandur	安堵
bandua	아두아
bandoh	안도
bandna	안나
bandle	安樂
bandjabi	판자비
band-i	安帝
ban-di	安帝
bandiero	아니메로
bandidas	칸디다
bandić	安帝
bandiana	인디아나
bandhabi	단합이
bandelli	만델이
bandele	산들에
bandarra	간다라
bandar-i	한다리
bandanwara	판단하라
bandanaira	판단하라
bandakor	간다코
banciu	안치
banchero	안채로
bances	아넷
banbha	않아
banba	아니바
banay	아나의
banawe	안웨
banaw	아나와
banatsko	ナツコ
banasura	나수란
banas	라낫
banaron	단자론
banarasi	나라씨
banaja	나자
banabila	파나비아
banaban	탄압한
bamyan	아얀
bamuniya	얌니야
bamum	가뭄
bamse	삼세
bamses	아멧
bamonn	아몬
bamme	암매
bamir	아미리
bamilo	아밀
bamieh	아미에
bamda	삼다
bambula	삼불암
bambuk	암부
bambra	암바
bambou	아모우
bambos	암보
bambi	암바이
bamberga	암브라
bambay	암바
bambataa	아바타와
bambas	아맛
bambaiya	아마리야
bambaata	알마아타
bamasaba	아마사와
bamars	아맛
bamapana	캄파나
bamangwato	아마노이와토
bámaca	마차
balyko	알코
balyan	아얀
baluba	알바
baltus	알투
baltsa	알타
baltray	알테라의
baltit	알티
baltis	알티
balthica	발티카
balthi	알티
baltes	알테
balssa	아싸
balso	말소
balsha	앓아
balseros	탈세로
balsamon	알바몬
balraj	알라
balou	大樓
balotara	알오타리
balos	갈옷
balorian	발리안
baloni	아오니
baloji	아오지
baloise	알로이스
baloi	알로이
balogun	발로군
balog	탈옥
balogo	아오고
balobedu	알베드
balneari	카네아리
balmis	앎이
balmer	앎에
balmanno	알만조
ballsh	الله
ballington	알링턴
balleh	الله
ballah	الله
balkos	알코
balkiz	알키
balkhi	알키
balkende	알텐데
balke	알켄
balka	탈카
balkanides	알카노이드
baljić	알지
baliwag	알리왕
balitran	알토란
baliti	李瑅
balite	아이테
balita	利他
balio	알리오
balingen	令人
balinder	말인데
balin	알빈
balil	알킬
balie	알기에
balibo	아이보
balibari	발바리
baliani	갈리아니
baliaggi	알아가기
balia	알이나
balho	앓고
balhat	앓아
balhaf	앓아
balgowan	팔관
balgatan	아가타노
baleto	알토
balerno	알데라노
balerejo	탈레조
baleog	알어
balengue	冷却
balemo	애모
baleerie	알제리에
baleària	알메리아
baldy	الدين
baldung	갈등
baldrian	발리안
baldonia	알돈자
baldone	발동에
baldix	알디
baldha	앓아
baldesio	알레시오
balderus	말듯
baldere	발데르
balderas	칼데라
baldelli	알들이
baldax	알다
baldag	알다
balco	칼초
balci	발치
balcha	앓아
balcanas	알찬가
balbir	알비
balbera	탈벨라
balberan	알보란
balbases	알바넷
balbard	알바라도
balayogi	알아보기
balayang	蘭陽
balawai	알나와위
balatum	말다툼
balāti	알티
balathal	발아할
balasuriya	알마스리아
balascia	알아시마
balar	알아라
balao	알아요
balantes	알바넷
balankin	알라닌
balanjar	발안자
balanica	알바니아
balangao	알아가고
balandin	알라딘
balame	앎에
balamban	알라만
balamand	알아마디
balaki	알키
balaiada	알바이다
balagtas	알아타시
balagrae	발아래
balagna	알아간다
balaghai	알아가기
balagbag	알아가고
balagad	알다가도
baladie	달라디에
balabos	알아볼수
balabag	발라박
bakwas	아콰
bakwanga	아카네가
bākuya	쿠야
bakusui	하쿠스이
baku-san	하쿠산
bakunina	바쿠닌
bakun	아쿠나
bakule	苦樂
bakui	아쿠미
baktiari	아티사리
bakti	아쿠티
baksi	아카시
bakshi	アシ
baksei	아세이
baksan	아산
baksa	아카사
bakrin	아린
bakri	아카리
bakran	아란
bakra	아키라
bakpao	아카오
bakoye	奥野
bakoteli	코텔니
bakote	코테
bakol	차콜
bakoko	ここ
bakoa	아코와
bakmi	아쿠미
bakma	아쿠마
baklan	아칸
bakkai	아카이
bakir	아키로
bakili	愛理
baketan	다케타니
bakerman	아커만
baken	마켄
bakenes	사커넷
bakema	케마
bakels	아켓
bakay	아카야
bakau	아카유
bakasura	나카우라
bakanambia	타카나미가
bakamana	캄파나
bakalavr	바칼라
bakah	아카호
bakabusi	아카보시
bakaara	타카하라
bajwa	자좌
bajuni	주니
bajram	아람
bajpai	아자이
bajon	아종
bajnai	아나이
bajki	아자키
bajkam	아캄
bajka	아자카
bajja	가짜
bajit	아지타
bajir	아지라
bajio	마지오
bajila	아지아
bajie	차지에
bajice	지체
bajey	아제야
bajda	맞다
bajau	아자부
bajardo	타자로도
bajar	아자라
bajans	아잔
bajanowa	아야노와
bajalan	나잘난
bajaio	아자이
bajadero	악재로
bajad	아자디
baiyik	아이의
baiyangcun	김양춘
baiul	아리울
baituna	사이트나
baitul	아툴
baitsi	아이시
baithene	아키텐에
baithe	아이테
baiterek	아이테르
baitabu	아미타브
baisy	아이셰
baiso	가이소
baisieux	아이시스
baish	哀史
baise	白色
baisao	이사오
bairnson	아론손
baires	아이레
bairat	아이라
bairagan	아라강
bairagad	아키라가
bainus	아이누
bainoa	아노아
bainne	안네
bainka	안카
baingana	인간애
bainesii	배신이
baimungi	임충이
baimoi	아모이
bailundo	일웅도
bailon	아이온
bailleul	가일을
bailio	愛理
bailen	일엔
baildon	사일동
baikov	아이코
baikie	아키에
baikalia	아이칼리
baiju	다이주
baihuwen	이후원
baihu	와이후
baihe	泰和
baigal	이갈
baifu	財富
baifa	白髮
baier	아이에로
baiera	아이라
baidoa	이도아
baibagas	다이바가
baian	아이단
baiame	아이메
baiae	아시아에
baiada	아이다
bahye	악혜
bahya	야햐
bahutu	후투
bahur	아후라
bahuns	아훈
bahru	아히루
bahro	아후로
bahrin	아린
bahria	아리아
bahram	아람
bahra	아후라
bahosi	호시
bahororo	회로로
bahor	아호로
bahnen	안엔
bahne	아헨에
bahmanja	암반자
bahman	아만
bahlam	아함
bahji	닿지
bahis	와힛
bahir	아히루
bahías	아핫
bahias	아핫
bahha	아하하
baheux	아흐
bahebo	아허
bahdin	아딘
bahdal	아달
bahati	하티
baharu	ハル
bahals	아핫
bahai	拓海
bahaism	알하이삼
bahais	아핫
bahah	아하하
bahad	اتحاد
bahaa	아하하
bagyeli	타결이
bagur	아구라
baguña	아구아
bagul	다굴
bagula	아구아
baguio	아구이
baguim	아김
baguadao	怪盗
bagsak	악사
bagru	あげる
bagre	아기레
bagrasir	아라시로
bagram	아람
bagot	아고타
bagos	파곳
bagolino	골리노
bagoi	아고시
bagoe	악어에
bagodara	고다이라
bagnoni	낙농이
bagnoli	맥놀이
bagnel	아넬
bagneger	아군에게
bagnai	아나이
bagme	악마에
baglione	알키오네
baglin	악인
baglan	아간
bagijn	악인
bagier	아기에
baghy	악혜
baghlani	박한이
baghirmi	막힘이
bagheria	아그리아
baghera	앙헬라
baghe	악혜
bagha	아게하
bages	타겟
bagendon	아그논
bagelan	가겔만
bagdogra	작도가
bagdala	막달라
bağcan	아찬
bagayado	개야도
bagaudes	가운뎃
bagatin	바깥인
bagatelj	바가텔
bagatela	바가텔
bagarius	마가릿
băgara	가라
bagans	아간
bagamo	가모
bagalur	하갈우리
bagalin	자갈이나
bagal	하갈
bagala	갈아
bagade	가데
bagadaji	아기아다이
bagacum	아가츠마
bafing	아잉
baeti	대티
baete	아네테
báetan	에탄
baerg	애락
baere	카에레
baemoi	아모이
baelo	앨로
baekje	애제
baekhyun	매큔
baekga	애가
baehrel	애후를
baegu	내구
baeda	내다
baecula	재출마
baeble	앱에
badyal	아달
badwan	아완
baduel	아델
badran	아란
badoul	도울
badoshan	島山
badopi	도피
badoon	ドーン
badnje	안제
badli	아돌이
badlam	아담
badja	닫자
badit	아디티
badiou	阿斗
badilo	아딜
badili	딜이
badile	愛樂
badila	아딜
badien	디엔
badie	마디에
badiali	라디칼이
badhte	밭에
badhan	아한
badham	아함
badgam	아담
badens	아덴
badelt	아델
badejo	애조
badei	타데이
badeborn	파데본
badeau	아드
badea	타데아
baddou	阿斗
baddi	사띠
baddha	아따
baddan	딴
badba	아두바
badavi	아다이
badash	아닷
badar	아다라
badanj	아단
badams	아닷
badalona	달고나
badaliya	아다미야
badaj	아다지
badagri	사당리
badaam	아담
bacton	아톤
bacri	아추리
baconton	천톤
backin	아킨
bačkam	아캄
bacile	愛樂
bacicin	자치체인
bachurin	차후린
bachmani	빛만이
bachirou	いちろう
bachin	チン
bacheh	바헤
bachchan	畜産
bacara	차라
bacal	안찰
babylonica	바빌로니아
babyemi	잡염이
babyel	아벨
babuti	부티
baburao	마부라호
babuns	압운
babubhai	아부하기
babska	압사
baboun	압운
babos	카봇
babonen	자본은
babol	자볼
baboi	마보이
babli	아벨이
babko	아바코
babiy	아비의
babism	아빔
babis	자빗
babinden	아비는
babilon	바빌론
babil	카빌
bābili	比例
babile	빌에
babik	아비코
babie	마비에
babido	비도
babias	아비아
babeuf	아브
babesia	아베씨가
baber	아베리
babelu	발우
babels	아벨
babelon	바벨론
babell	아벨
babeldaw	알벨다
bab-el	아벨
babeez	아베에
babees	아베에
babbu	납부
babbo	답보
