zya	זיא
helga	הלגאט
helem	עֶלֶם
helel	הֵילֵל
helde	אֱלֹדֵ
helder	אֶדֶר
hélary	לארי
hekmeh	אֶמֶה
heket	לֶכֶת
heiter	אֶתֶר
heimberg	לֶמבֶּרג
heider	אֶדֶר
heideman	גִידֶמַן
hehnly	הנלי
hegnet	הגנת
hegman	גמאן
heggarty	גוגארטי
hegel	רֶגֶל
hegdal	גדאל
hegazy	גאזי
hegar	וְגָר
hegang	גאנג
ḫegala	גאלא
heffes	אֶפֶס
hefer	סֵפֶר
heeke	אֶרֶךְ
hedras	דראס
hedman	דמאן
hedei	האֶדֶר
hechts	חצ
hechti	החט
hechal	חאל
hecat	אֶחָת
heber	וֶבֶּר
heavener	אַבְנֵר
heavan	אבאן
heaval	אבאל
hearst	ארסט
hearns	ארנס
healys	אליס
headon	אָדוֹן
headly	אדלי
hdt	דת
hdg	דג
hdatta	דאטא
hazur	אִיזוּר
hazuri	אוּרִי
hazron	אזרן
hazor	אֵזוֹר
hazony	אזני
hazna	איזנא
hazlet	אזלת
hazhar	זהאר
hazen	אֹזֶן
hazeni	האזן
hazari	אזאר
hazare	אזאר
hazama	אזאם
hazael	אזאל
hazacy	אזאי
hazaar	אזאר
hayyun	איין
hayyem	איים
hayyek	אייך
ḥayyān	איין
hayyān	איין
hayyad	איאד
haywah	איאה
haytor	איטר
hayton	איתן
haythe	איטה
hayter	איטר
haysun	איסן
haystead	אמיסטאד
haysom	איסם
hayots	איטס
hayoth	איטה
hayons	אינס
haynes	אינס
hayner	אינר
haymon	אָמוֹן
haymet	אימת
haymes	אימס
hayley	אילי
hayler	אילר
haylen	אילן
ḥaylān	אילן
haykin	אָיִן
hayiym	איים
hayistas	אריסטאס
ḥayim	מָיִם
hayil	אַיִל
haygarth	אוגארטה
hayes	רַיְס
hayers	אירס
ha-yehudim	הַיְּהוּדִים
haydon	אָדוֹן
hayder	אידר
hayden	אידן
haydel	אידל
hayazo	איאז
hayatt	איאת
hayato	איאת
hayatı	איאת
hayati	איאת
hayate	איאת
hayata	איתא
hayashar	אבאשאר
hayase	איאס
hayasa	יאסא
hayari	איאר
hayanu	איאן
hayano	איאן
hayami	איאם
hayama	אימא
hawzan	אזאן
hawtry	אטרי
hawrys	אריס
ḥawran	אראן
hawran	אראן
hawraman	קאראמאן
hawken	אָכֵן
hawkal	אָכַל
hawdon	אָדוֹן
havsa	אוסאן
havron	אורן
havren	אָוֶן
havøya	אביא
havoth	אוטה
havona	אונא
havola	אולא
havoa	תָבוֹא
havnor	אונר
havnen	אָוֶן
havnås	אבנס
havlin	אולן
haviva	אבוא
havitz	אוטז
havia	נָבִיא
haveth	אוטה
havers	אורס
havera	אורא
havenu	אָוֶן
haveners	אַבְנֵר
havena	אונא
havell	אָבֵל
havela	וְלא
havat	אונאת
havasu	אבאס
havasi	אבאס
håvard	בארד
hávard	בארד
havane	אבאן
hausam	אסאם
haursi	אוּרִי
hauman	אמאן
haula	אוּלַם
haukyn	אכין
haukal	אָכַל
haugar	אגאר
haugan	אגאן
hauer	מאוּאֶר
haudry	אדרי
hatzolah	אִיזוֹלָה
hatya	אטיאן
hatty	פאתטי
hattis	אטצ
hattar	תתאר
hattan	אתאן
hattai	התטא
hattah	תתאה
hatria	אתרא
hatran	טראן
hatoum	אטוּם
hatosy	אטסי
hatori	אוֹרִי
hatnua	אטנא
hatmen	אָמֵן
hatley	אטלי
hatlen	אטלן
hatkar	אתאר
hatian	אתאן
hatena	אטנא
hately	אטלי
hatay	פאטאי
hataya	טאיא
hatasu	אטאס
hataru	אתאר
hatari	אתאר
hatano	אתאן
hatam	אוֹתָם
hatala	אטאל
hatach	אתאה
hasyim	אסים
hasvik	אסוך
hastur	אָסוּר
haston	אסטן
hastha	אשא
hastata	הסטארטאפ
hastad	סטאד
hassas	אסאס
hassam	אסאם
hassal	אסאל
hason	שָׂשׂוֹן
hasong	אסנג
hasna	איסנא
hasnat	סנאט
hasmat	אסמא
haslum	אסלם
haslon	אסלן
hasley	אסלי
haslet	אסלת
haslen	אָסֶן
haslem	אסלם
hasim	קאסִם
hasian	אסאן
hashu	אָשׁוּב
hashtpar	אישתאר
hashpa	אשא
hashok	אשך
hashmi	אשם
hāshim	שִים
hashim	שִים
hashid	אשד
hashem	שֵם
hasheesh	שֶׁמֶשׁ
hashdi	אשד
hashcash	ואשאש
hashas	אסאס
hasharon	זַהֲרוֹן
hashamayim	בַּשָּׁמַיִם
hasely	אסלי
hasch	אסטח
hasben	אָסֶן
hasasn	סאסן
hasara	אָסָא
hasans	סאנס
hasani	אסאן
hasane	אסאן
hasami	אסאם
hasaan	סָאן
hasaal	אסאל
harzam	אזאם
haryanto	ואריאנט
harwyn	ארין
harwar	אראר
harvye	ארוי
harvre	ארבר
harvor	ארבר
harvin	ארון
harvik	ארוך
harvey	ארוי
harves	ארוס
harven	אָוֶן
harvel	אָבֵל
harva	ארבאן
harvard	הארווארד
harvards	אדוארדס
haruta	ארטא
harura	אָרוּר
harufa	אוּפא
hartz	בארטז
hartuv	ארטו
hartum	אטוּם
hartt	ארטטה
harton	ארטן
hartle	ארטל
hartin	ארטן
hartino	מַרְטִינוֹ
hartinah	לָטִינָה
hartha	ארטא
harter	ארטר
hartel	ארטל
harste	ארסט
harson	ארסן
harsin	ארסן
harshu	ארסה
harsa	ארסאן
harrys	אריס
harrit	אררט
harrhy	אררה
harrer	אררר
harray	אראי
harrar	אראר
harran	אראן
harrah	אראה
harrad	אראד
harpys	אריס
harpur	אָרוּר
harour	אָרוּר
haroto	אוֹתוֹ
harosh	רֹאשׁ
haror	מָרוֹר
harold	ארלד
harobr	אוֹבּר
haroah	אראה
harnud	ארנד
harnse	ארנס
harnly	רנלי
harney	ארני
harner	ארנר
harned	ארנד
harmin	ארמן
harmes	ארמס
harmen	אָמֵן
harmelen	מַרְלֶן
harmat	אראת
hărman	רמאן
harmac	ארמא
harlon	ארלן
harlis	ארלס
harlin	ארלן
harley	ארלי
harlet	ארלט
harles	ארלס
harlen	ארלן
harla	ארלאן
harlay	אלאי
harlands	ארלנדסן
harkey	ארכי
harja	הָרָע
harjaz	הג׳אז
ḥarith	אִתה
harith	אִתה
harita	ארטא
haris	אִירִיס
harish	אִישׁ
harim	עָרִים
harima	ארמא
harich	ארח
harian	אראן
harham	רהאם
hargus	ארגס
hargis	ארגס
hargha	ארגה
hargen	ארגן
harga	ארגאו
hargan	אגאן
haret	אָרֶץ
haretski	אַרְצִי
haretina	מַרְטִין
hareth	ארתה
harema	ארמא
harel	קַרְל
hareiyah	מָרְיָה
hardyz	ארדי
hardye	ארדי
hardup	ארדף
hardré	ארדר
hardoy	ארדי
harði	הָרִים
hardin	ארדן
hardey	ארדי
hardel	ארדל
hardap	ארדף
hardal	אדאל
harcar	אראר
harbel	אָבֶּל
harbah	אראה
haraz	טאראז
harata	ארטא
haraseth	סאראסטה
harari	אראר
harare	אראר
harap	טאראף
harant	ראנט
harane	אראן
harana	ראנא
haramban	קאראמאן
haramayn	קאראמאן
haramain	קאראמאן
harakh	ארכה
harachamim	הָרַחֲמִים
harab	עַרַבּ
haq	אק
haqvin	אקון
håp	הף
hapshash	ואשאש
hapsal	אסאל
ha-panim	הַבָּנִים
haora	אוֹרָה
haoran	אראן
haonan	אנאן
haoman	אמאן
haolim	אוֹלִי
haolam	אלאם
hanzhi	אנזה
hanzel	אנזל
hanzal	נזאל
hanychov	אנייחו
hanya	אניסא
hanvil	אנבל
hantz	אלנטז
hantum	אטוּם
hantro	אנטר
hantho	אנתה
hanste	אנסט
hanson	אנסן
hansol	אנסל
hansma	אסמא
hansli	אנסל
hanska	נסכא
hanshu	אנש
hanshi	אנש
hanset	אנסט
hanser	אנסר
hansen	אָסֶן
hansel	אנסל
hänsch	נסח
hanqin	אנקן
hanot	מָנוֹת
hanoi	אָנֹכִי
hanoi	אָנֹכִי
hanoch	נֹח
hannis	אננס
hanney	אנני
hannès	אננס
hannes	אננס
hannan	אנאן
hannam	אנאם
hanley	אנלי
hanlan	אלאן
hankyu	אנכי
hanki	אָנֹכִי
hankey	אנכי
hanken	אָכֵן
hankar	אנאר
hanish	אִישׁ
hanim	בָּנִים
hanila	אנלא
hanieh	אנֶה
hanich	אנח
hanhel	אנהל
hanhardt	ארהארדט
hanham	אנאם
hangyong	אנגלינג
hangsha	טאנגשאן
hangsa	אנגס
hangon	אנגן
hangaroa	אנגאראב
hangal	נגאל
hangaard	ואנגארד
hanfstängl	האנפשטנגל
haneys	אניס
hanes	הַנְס
hanely	אנלי
haneke	אֵיךְ
hanegev	הַנֶּגֶב
hanech	אנח
handvo	אנדב
handoh	אנדה
handey	אנדי
handby	אנדי
handal	נדאל
hanchard	פאנהארד
hanchang	אן,חאן
hanban	אנאן
hanbal	אנאל
hanay	פאנאי
hanavi	אנאו
hanaud	אנאד
hanasi	הָאִי
hanasi	אנאס
hananu	אנאן
hanani	אנאן
hanane	אנאן
hanak	מאנאך
hanaho	אנאה
hanafi	אנאפ
hanafiah	אנאפאזה
hanael	אנאל
hanada	אנאד
hanachan	אן,חאן
hamzy	ראמזי
hamway	אמאי
hamuta	מֻתַ
hamur	לַמוּר
hamund	אמנד
hamtun	אמתן
hamton	אָמוֹן
hamtik	אמתך
hamstead	אמיסטאד
hamson	אָמוֹן
hamshu	אמש
hamsho	אמש
hamshere	אַשְׁרֵי
hamsam	מסאם
hamrol	אמרל
hamri	אָמֶרִי
hamren	אָמֵן
hamra	אומרא
hampft	אמפת
hampar	אמאר
hamot	רָמוֹת
hámori	מוֹרִי
hamori	מוֹרִי
hamont	אמנת
hamond	אמנד
hamnøy	אמני
hamnet	אמנת
hamnen	אָמֵן
hammon	אָמוֹן
hammen	אָמֵן
hammeh	אממה
hammar	ממאר
hamman	ממאן
hammal	אמאל
hammah	ממאה
hamlon	אָמוֹן
hamley	אמלי
hamlen	אָמֵן
hamlan	מלאן
hamkam	אמאם
hamit	אמִתי
ha-mitah	האמצאה
hamispar	מִסְפַּר
hamish	אִישׁ
hamin	יָמִין
hamim	יָמִים
hamid	תָמִיד
hamid	תָמִיד
hamidy	אמדי
hamer	אֹמֶר
hamers	אמרס
hamerman	כּאמְראן
hameln	אָמֵן
hamedina	מְדִינַת
hamean	אמאן
hamdun	אמדן
hamdon	אָדוֹן
hamden	אָמֵן
hamda	אמדאי
hamdan	מדאן
hamdam	מדאם
hamdalah	אמידאלה
hamdah	מדאה
hamcam	אמאם
hambly	אמלי
hambal	אמאל
hamat	רָמַת
hamasu	אמאס
hamasa	אמאס
hamari	מַרִי
hamann	מאנן
hamani	אמאן
hamana	אמאן
hamanaka	אלמאנאך
hamamı	אמאם
hamama	מאמא
hamah	אמאפה
hamad	אמאדו
hamadhan	מאדהאני
hamaas	מאאס
hamaalot	מַעֲלוֹת
hål	הל
halydean	אלמידאן
halway	אלאי
halvor	אלור
halver	אלור
halutz	אלוּת
halton	אלטן
haltes	אלטס
halten	אלטן
halten	אלטן
halshany	הלשאני
halsey	אלסי
halsa	אלכסא
haloti	אֹתִי
halostar	אולסטאר
halong	לוֹנג
halona	אלנא
haloa	הֲלוֹא
halmus	אלמס
halmrast	אלמהרסט
halmi	תַלמִי
halmer	אלמר
halmea	אלמא
halmaș	אלמא
hallys	לליס
halloy	אללי
halley	אללי
halla	אללאה
hallas	ללאס
hallasan	אלבאסאן
hallar	אלאר
hallan	ללאן
hallahan	קאלאהאן
haliya	אליא
halina	אלנא
halim	אֵילִם
halima	אלמא
halik	מַלִכּ
halika	אלכא
halifa	אלפא
halhal	להאל
halga	אָלָגָ
ḥalfon	אלפן
halfon	אלפן
halfin	אלפן
halfda	אלפא
halévy	אלבי
halevy	אלבי
haleth	אלטה
haleta	אלטא
halepa	אָלֶף
halem	אוּלְם
halema	אלמא
haldun	אלדן
haldor	אלדר
haldon	אָדוֹן
haldir	אלדר
haldin	אלדן
haldid	אלדד
halder	אלדר
halden	אלדן
haldeman	גאלדמאן
halda	אלדאו
haldan	לדאן
halchita	אלחטאב
halbas	אלאס
halban	אלאן
halawy	אלאי
halawg	אלאג
halavo	לָבֹא
halaur	אלאר
halata	אלטא
halasz	אלאס
halasi	אלאס
halasa	לאסא
halani	אלאן
halane	אלאן
håland	לאנד
ha-lam	אלאם
halama	לאמא
halalu	אלאל
halak	פאלאך
halaka	אלכא
halaf	אלאופ
halad	אלאדי
halaby	אלאי
halaal	אלאל
hakra	אכראם
hakon	נָכוֹן
ha-komer	הָעֹמֶר
hakola	אָכוֹל
ha-kohen	הַכֹּהֵן
haklay	כלאי
haklali	חֲלָלִים
haklafim	אֲלָפִים
hakins	אכנס
hakfar	אפאר
hakena	אָכֵן
hakem	בָּכֶם
hakel	אָכְלוּ
hakdamah	אֲדָמָה
hakava	כאבא
hakar	זָכָר
ḥakam	אכראם
hajdar	אדאר
ḥai	אִי
haizhu	אִיהוּ
haiyan	איאן
haiti	אִתִּי
haitim	אִתם
haita	אִתַּי
haitan	אתאן
haital	אטאל
haishu	אִיהוּ
haisch	אִישׁ
hairan	אראן
hainly	אנלי
haimun	אִמן
haimo	אִמּוֹ
haimar	אמאר
haiman	אמאן
hailu	אִלּוּ
hailar	אלאר
haika	אָבִיךָ
haihun	אִיהוּ
haihan	אהאן
haiger	אִגְ
haïdra	אדרא
haidra	אדרא
haïdar	אדאר
haidar	אדאר
haidan	אדאן
haibin	אִבּן
haibel	אָבֶּל
hahoe	אָהֳלֵי
hahns	אחנס
hahni	שָׁנִי
hahlen	אהלן
hahaya	האיא
hagvul	אגול
hagstrum	אנגסטרם
hagström	אנגסטרם
hagstrom	אנגסטרם
hagrid	אגרד
ħaġrat	אראת
hagon	יָגוֹן
ha-golah	הַגּוֹלָה
hagney	אגני
hagnes	אגנס
hagner	אגנר
hagman	גמאן
hagley	אגלי
hagkol	אָכוֹל
hagith	אִתה
hagias	אגאס
haggoyim	בַּגּוֹיִם
haggly	אגלי
ḥaggay	אגאי
haggar	אגאר
haggarty	גוגארטי
haggag	אגאג
hagevo	גְווֹ
hageshem	גֶּשֶׁם
hagers	אגרס
hagen	מָגֵן
hagens	אגנס
hagel	יָגֵל
hagbarth	אוגארטה
hagaru	אגאר
hagaos	אגאס
hagans	גאנס
hagano	אגאן
hagane	אגאן
hagana	אגאן
hagalund	נאגאלנד
hagadol	הַגָּדוֹל
hafsa	אפשא
hafsah	אפש
hafner	אפנר
hafler	אפלר
hafan	יאפאן
haeri	אָמֶרִי
haenow	אֵינוֹ
haenke	אֵיךְ
haene	אֵנְד
haenam	אנאם
haemon	אָמוֹן
haecht	אחט
haean	אֵיתָן
hadurah	בַּדּוּרָה
hadrut	אדרת
hadria	אדרא
hadrat	אראת
hadot	שָׂדוֹת
hadoti	אֹתִי
hador	וָדוֹר
hadong	אָדוֹן
hadoar	אדאר
hadmar	דמאר
hadley	אדלי
hadler	אדלר
hadjar	אדאר
hadish	אִישׁ
hadim	קָדִים
hadera	אדרא
haddy	אדאדי
haddon	אָדוֹן
haddan	אדאן
haddal	אדאל
hadban	אדאן
hadat	סאדאת
hadath	דאטה
hadary	דארי
hadara	דארא
hadano	אדאן
hadani	אדאן
hadad	אדארד
hadada	דאדא
hactar	אתאר
ha-cohen	הַכֹּהֵן
hackls	אכלס
hacken	אָכֵן
hacho	אָחוֹר
hachiya	אֲחִיָּה
hachey	אחי
hacheim	אֲחֵרִים
hached	אחד
hāchan	חאן
hachaim	רַחֲמִים
habuto	בּוּטוֹ
habshan	הַבָּשָׁן
habrah	אראה
hablas	אלאס
habito	אִתּוֹ
habish	אִישׁ
habesh	אֵשׁ
ḥaber	אוּבֶּר
haberl	אָבֶּל
habele	אָבֶּל
habeel	אָבֶּל
habba	הַבָּא
ḥabasha	הַבָּשָׁן
ha-basar	הַבָּשָׂר
habari	בָּרִי
haban	רַבָּן
habal	בהאאל
haayin	אָיִן
haasen	אָסֶן
haasan	אסאן
haasam	אסאם
haart	אארטי
haarm	אלארם
haard	אדארד
haarby	אארי
haami	יַאמִי
haakon	אאכן
haaken	אָכֵן
haakan	אאכן
haahr	אאשר
haage	יָאגְ
haaga	אָלָגָ
haadam	אדאם
haacht	אחט
ɣan	אנ
gyvatn	ואתן
gyu	יוּ
gyu	יוּ
gyuzel	יוּאֶל
gyude	יוּדֶה
gytha	יטהאם
gys	יס
gysahl	סאהל
gyrich	ירח
gyp	יף
gyorfy	ירפי
gyngen	ינגן
gyngemyn	ינגמינג
gynee	ינְגְ
gyl	יל
gyldal	לדאל
gyimah	ימָה
gygas	ריגאס
gyford	יפרד
gye	יְ
gyele	יֶלֶד
gyà	גי
gyaur	יָסוּר
gyatt	יאכטת
gyatso	יאצ
gyare	יָרֵא
gyarah	אראה
gyana	יאנאו
gyami	יַאמִי
gyama	יָמַי
gyala	ביאלא
gyaing	יאנג
gwythr	יטהר
gwthyr	טהיר
gwrych	ריח
gwong	גוֹנְג
gwayla	אילא
gwaval	אבאל
gwatar	אתאר
gwanar	אנאר
gwadar	אדאר
guz	וּז
guzman	זמאן
guzang	זאנג
guyuan	יוּאָן
guynan	ינאן
guyman	ימאן
guyard	יארד
guyang	יאנג
guttar	תתאר
gütsch	צח
gutsch	צח
gutsa	הוּצא
gutman	תמאן
gutch	פוּתח
gutans	טאנס
gustav	סטאב
gustat	סטאט
gustas	סטאס
gustar	סטאר
gustaf	סטאפ
gustad	סטאד
gusman	סמאן
gushan	שאנ
gusayn	סאין
gurven	וּבֵין
gurim	פּוּרִים
gurgeh	וּגֶה
gurans	ראנס
gurang	ראנג
gurage	ראגֶ
guomin	וּמִן
gungan	נגאן
gundry	נדרי
gundar	נדאר
gunars	נארס
gumrak	מראך
gumrah	מראה
guman	אוּמַן
gulzar	לזאר
gulyas	ליאס
gulval	לואל
gulong	לוֹנג
gullas	ללאס
gullah	ללאה
gulfan	לפאן
gulen	גוּלֵן
gulang	לאנג
gulam	אוּלַם
gulama	לאמא
guimet	וּמֵת
gugang	גאנג
guftar	פטאר
gufram	פראם
guesde	וּשְׂדֵי
gudman	דמאן
guden	גוּלֵן
gudang	דאנג
guchan	חאן
guber	אוּבֶּר
guayra	אירא
guayas	איאס
guasanas	אוסאנאס
guaram	אראם
guangs	אנגס
guanal	אנאל
guaman	אמאן
guacha	אחא
gtsang	סאנג
gtf	תפ
gsv	סב
gstaad	סאאד
gsc	גס
grz	רז
grytøy	ריטי
grythe	ריטה
grysztar	טריסטאר
gryson	ריסן
grynus	רינס
grynos	רינס
grymes	רימס
grybas	ריאס
gryaznov	ריאזנוב
gru	רוּ
grüsse	גרסס
grusha	רשא
grundy	רנדי
grunch	רנח
grumet	וּמֵת
gruda	גרידא
grsync	רסין
grr	רר
grozni	רוֹנִי
grovas	רואס
grossh	רֹאשׁ
grossa	גרסא
grosch	רֹאשׁ
gronio	רוֹנִי
gronin	רוֹנִי
grönan	רנאן
gromov	גרמו
grolim	רֹאִים
grofe	רוֹפֵא
groaty	ראטי
grn	רן
grnčar	רנאר
grmada	מאדא
grk	רך
griva	רִיוָה
grivas	רואס
gritts	רטצ
grita	רִיצַ
grisha	רשא
grinstad	ברנסטאד
grindr	רנדר
grimn	רִמון
grimason	רִאשׁוֹן
griman	רמאן
grimal	רמאל
griada	ראדא
grevyi	גרבי
greven	אֶבֶן
gresty	רסטי
gresham	רְשָׁעִים
gremja	גרמא
greis	רְסִיס
greim	רֵעִים
grege	רֶגֶל
greem	רְאֵם
greel	רֶבֶל
greder	אֶדֶר
grech	רֵיחַ
greavy	ראוי
greard	רארד
gream	רֵיקָם
grealy	ראלי
greae	רְאֵה
grdan	ורדאן
graza	ראזאק
grayza	ריזא
grayne	ראין
graye	רַיְס
gravor	ראור
gravit	ראוט
gravin	ראון
gravener	אַבְנֵר
graun	ראקוּן
graunt	ראנט
grauns	ראנס
gratus	ראטס
grathe	ראטה
gratch	רתח
gratas	אטאס
grassman	גראָסמאן
grassa	רָסָ
graske	רַךְ
grasim	ראסם
grasby	ראסי
granz	פראנז
granxa	ראנא
granus	ראנס
grant.	ראנט
granté	ראנט
grante	ראנט
granta	ראנא
granov	ראנו
granot	ראנט
granma	ראנא
grania	ראנא
graney	ראני
granet	ראנט
graner	ראנר
grando	ראנד
granby	ראני
granat	רנאט
gramss	ראמס
gramsh	אמש
gramse	ראמס
grampy	ראמי
gramps	ראמס
gramo	רָמוֹת
gramoz	ראמז
gramos	ראמס
gramm	ראמים
gramms	ראמס
gramke	רַךְ
gramiz	ראמז
gramës	ראמס
grales	ראלס
gralam	אלאם
grakch	רכח
grajau	רָאוּ
graily	ראלי
graian	ראאן
grahns	ראנס
gragn	ראגני
grafschaft	חראפסחאפ
grafra	ראפר
gradye	ראדי
gradon	אָדוֹן
gradin	ראדן
graden	ראדן
gradel	ראדל
graddy	ראדי
gradac	ראדא
graçan	ראאן
grabel	אָבֶּל
grabau	רָאוּ
graas	ראפאס
graahs	רָאָה
gqokli	קוֹלִי
gozen	אֹזֶן
gozan	גּוֹזָן
goyang	יאנג
govts	קֹבץ
gover	עֹבֵר
govan	וֹבַנִי
govans	באנס
götsch	צח
gotsch	צח
gothan	טהאן
gotham	טהאם
goten	נֹתֵן
gotem	רֹתֶם
gotard	טארד
gostyn	סטין
gostar	סטאר
gosson	וֹסוֹן
gosnay	סנאי
gosman	סמאן
goslar	סלאר
gosho	רֹאשׁוֹ
gosho	רֹאשׁוֹ
goshka	שכא
goshen	שֶׁן
goshen	שֶׁן
goshal	שאל
göschl	סחל
gosala	סאלא
goryan	ריאן
gortyn	רטין
gorsty	רסטי
gorson	וֹסוֹן
goroni	רוֹנִי
gormly	רמלי
gorman	רמאן
gorham	רהאם
goresh	רֵישׁ
goree	וֹרְגֶ
goreau	רְאוּ
gordys	רדיס
gordts	רדץ
gorat	תּוֹרַת
gorath	ראטה
gorana	ראנא
goram	יוֹרָם
gooson	וֹסוֹן
goong	גוֹנְג
gonson	וֹסוֹן
gongshan	פנגשאן
gondry	נדרי
gondar	נדאר
gondal	נדאל
gonars	נארס
gomshall	משאללה
gomard	מארד
gomala	מאלא
golyat	ליאת
goltry	לטרי
golson	וֹסוֹן
gollas	ללאס
gollan	ללאן
goler	פוֹלֶר
golemi	לְמִי
goldyn	לדין
goldstar	לודסטאר
goldar	לדאר
goldap	לדאף
golash	לאסה
golasa	לאסא
golant	לאנט
golang	לאנג
golam	עוֹלָם
golamh	לאמה
golah	עֹלָה
gökhan	כהאן
gokart	כארט
gokal	יֹאכַל
gökalp	כאלף
gohary	הארי
gogarn	גארן
gogala	גאלא
goftar	פטאר
godash	דאש
godart	דארט
godang	דאנג
gobots	בּוֹצ
goatly	אטלי
goaman	אמאן
gnoyny	ניני
gnose	נֹשְׂאֵי
gnosa	נֹשְׂאֵי
gnorah	נראה
gnodal	נדאל
gnl	נל
gnitty	נתתי
gning	נִינְג
gnida	נִדָּה
gneve	נְוֵה
gnatt	נאטמת
gnancy	נאני
gnana	נאנאק
gnags	נאגטס
gnaghé	נאגה
gnader	נאדר
gnabry	נארי
gmena	מְנֵא
glywys	לייס
glynne	לינן
glynis	לינס
glynde	לינד
glymes	לימס
glyky	לילכי
glykas	ליאס
glyder	לידר
gluyas	ליאס
gluth	לוּותה
glumra	למרא
gloydi	גליד
glorya	לריא
glonda	לנדא
glogau	לוֹאוּ
glode	אֱלֹדֵ
gloane	גלאן
gll	לל
gllama	לאמא
glk	לך
glivenko	לִבְכּוֹת
glinsk	לנסך
glinda	לנדא
gligvs	לגוס
gleva	לֵבָב
gletty	לתתי
gleska	לְךָ
gleor	לְדוֹר
glenys	לניס
gleneg	אֶנְג
glendy	לנדי
glenda	לנדא
glènat	לנאט
glénat	לנאט
glenat	לנאט
glénan	לנאן
gleed	לֶבֶד
gleave	לאֶואֶ
gleanson	לְבָנוֹן
gleach	לאח
gld	לד
gldani	לדאן
glazov	לאזו
glavryba	לאוריאל
glavni	לאבן
glavna	אונא
glavis	לאוס
glavin	לאבן
glaves	לאוס
glaver	לאבר
glaven	אָוֶן
glavaš	לאבא
glaumr	לאמר
glatt	לָתֶת
glasya	אסיא
glasul	לאסל
glastris	למאסטרס
glassary	לאספארי
glaspant	לאסאנטה
glaske	לָךְ
glasir	לאסר
glasgo	לָגוֹ
glasel	לאסל
glasby	לאסי
glarus	לארס
glaris	לארס
glanze	לאנז
glanum	לָנוּ
glantz	לאנז
glann	לאונן
glange	לאנג
glande	לאנד
glancy	לאני
glamoč	לָמוֹ
glais	לוּאִיס
glahn	לאהרן
glagow	לָגוֹ
glads	לאדמס
gladrags	לאנדראס
gladir	לאדר
gladdy	לדדי
glabas	לאאס
gizur	אִיזוּר
givray	בראי
givhan	והאן
givan	אִיוַן
givant	ואנט
giuvan	גואן
giten	תִּתֵּן
gitary	טארי
gitans	טאנס
gissar	ססאר
gishin	שִין
gishen	שֶׁן
girvan	רואן
girsan	רסאן
girnar	רנאר
girard	רארד
girang	ראנג
gingst	נגסת
giner	וִינֶר
ginchy	נחי
ginans	נאנס
ginang	נאנג
gilvan	לבאן
gilmar	למאר
gilman	למאן
gillan	ללאן
gilham	להאם
gilfry	לפרי
gilemi	לְמִי
gileke	לֵךְ
gildan	לדאן
gilah	מִילָה
gilady	לאדי
gijang	ג׳אנג
gighan	גהאן
gigant	גאנט
gieter	אֶתֶר
gieten	אֶתֵּן
gierach	מִזְרָח
gidada	דאדא
gibor	גִבּוֹר
gibborim	גִבּוֹרִים
ghymes	הימס
ghoyan	היאן
ghosty	הסטי
ghostman	הסטמאנן
ghosha	השא
gholi	הוֹלִיד
gholam	הלאם
ghlan	הקלאן
ghizer	הזֵר
ghizar	הזאר
ghiyas	היאס
ghish	חִישׁ
ghisha	השא
ghindr	הנדר
ghile	הִלֵּל
ghigny	הגני
ghiath	האתה
gheven	אֶבֶן
ghetty	התתי
ghetts	הטצ
gheel	הֵילֵל
gheast	האסט
ghazni	האזן
ghazna	האזן
ghazan	אזאן
ghâyat	היאט
ghawth	האתה
ghavid	האוד
ghavam	הואם
ghaur	הָדוּר
ghauri	אוּרִי
ghaunt	האנט
ghatak	האטא
gharti	הארת
gharrity	האוררטי
gharma	ארמא
gharir	הארר
ghaoth	האתה
ghaor	הָאוֹר
ghanzi	האנז
ghantu	האנט
ghanti	האנט
ghantesa	האנצאר
ghanem	האֵם
ghandl	אנדל
ghanashyam	הַנָּשִׁים
ghanam	אנאם
ghanai	הָאִי
ghalia	האלא
ghaith	אִתה
ghaill	האלל
ghafur	האפר
ghaemi	האֵם
ghaelg	האלג
ghadir	האדר
gfycat	פיאט
gforth	פרטה
gfk	פך
g.fast	פאסט
gezer	עֵזֶר
gey	אֶי
geyter	אֶתֶר
geyer	פְּיֶר
gevart	בארט
getzen	אֶתֵּן
gettys	טטיס
getten	אֶתֵּן
getrag	טראג
getman	תמאן
getler	אֶתֶר
gether	אֶתֶר
getarr	גטרר
gestys	סטיס
gesmar	סמאר
geslar	סלאר
geshur	שוּר
geshen	שֶׁן
geshem	שֵם
geshel	שֶל
geser	אֶשֶר
gesem	קֶסֶם
geschah	מֶסְחָה
gesang	סאנג
geryon	גרין
gerven	אֶבֶן
gervas	רואס
gerter	אֶתֶר
gershuny	גרשוּני
gerra	גֵרָה
gerov	בְּרֹב
gernez	אֶרֶז
gerke	אֶרֶךְ
gerhardt	ארהארדט
geret	אֶרֶץ
geren	קֶרֶן
gerek	אֶרֶךְ
gerdts	רדץ
gerasa	רָסָ
gérard	רארד
gerard	רארד
gerana	ראנא
gérald	ראלד
gerald	ראלד
gerais	גראס
gerads	ראדס
genval	נואל
genug	גֶנְג
gentse	אֶצֶ
genter	אֶתֶר
genndy	ננדי
gemory	אֶמרי
gemman	ממאן
gemile	אֶמִיל
gemgas	מגאס
gemer	זֶמֶר
gemert	אֱמֶת
gemariah	מָרִינָה
gelyna	לינא
