zita	自他
lepori	破り
lepnai	恩爱
lepini	睥睨
lépide	辟地
lepalong	蟠龙
leonna	恩納
leong	鵝絨
leonding	本町
lenzu	恩主
lenzi	本子
lenzie	恩澤
lenzer	恩澤
lenzen	恩澤
lenya	肯亚
lenuri	怒り
lense	本色
lenong	穠
lenning	冷凝
lennar	恩納
lenize	恩澤
lenin	惡念
leningen	佞人
lenina	恩納
lenia	惡念
lengn	恩根
leneghan	冷汗
lendu	很毒
lendi	本邸
lenapi	那匹
lenake	那棵
lenaia	恩爱
lemin	惡名
lemig	惡名
lemen	爺們
lemati	馬蹄
lemann	額滿
lemalu	馬陸
lemai	叶脉
lemain	額滿
lemada	馬達
leliel	恶劣
lelege	樂歌
lelabi	蜡笔
lekman	額滿
lekesi	克巳
lekan	特刊
lejaren	客家人
leizu	偽足
leithian	黒田
leishman	伪善
leiri	毎日
leingu	恩顧
leili	北里
leila	貝拉
leiju	悲劇
leiji	培基
leier	威爾
leida	偉大
lehrke	耳壳
lehrgang	耳光
lehrer	爾爾
lehman	額滿
lehesu	合宿
lehane	惡漢
legwen	俄文
leguia	悪鬼
legran	俄然
legon	俄共
legan	何干
lefou	合否
lefanu	发怒
leende	恩德
leeman	額滿
ledran	俄然
ledman	額滿
ledlie	恶劣
ledisi	抵死
leday	略大于
ledama	大麻
ledait	略帶
ledaig	略帶
lecha	格差
lechae	差額
lecan	野餐
lecane	蠶蛾
lebin	河濱
leban	側板
lebannon	搬弄
lebane	半額
leanna	按捺
leang	略阳
leaman	阿曼
layzan	阿彦
laysan	阿彦
layou	哪有
layia	阿依达
laxman	阿曼
lawren	阿仁
lawdie	阿爹
lawan	大玩
lawai	打歪
lavren	阿仁
lavka	拉開
lavida	捱打
lâu	櫚
lauren	阿仁
launa	阿須那
laumen	阿门
laumei	阿梅
lauman	阿曼
laujin	阿津
laudan	阿丹
laudando	乱闘
lauban	阿坂
latyan	阿彦
latude	突地
latuca	邋遢
latuan	彖
latoya	聱牙
latoya	聱牙
latour	頭兒
lathia	邋遢
lathan	阿寒
latasi	拓司
latan	打探
lasse	藍色
lasius	拉絲
lasidi	私邸
lashi	罢市
lasha	愛紗
lasala	薩拉
larten	阿仁
laroye	奧野
laroux	腌肉
laroui	腌肉
larman	阿曼
larken	阿仁
larida	捱打
larenz	阿仁
lardie	阿爹
lapuda	僕達
lapuan	浦安
laponian	婆娘
lapola	泼辣
lapize	愛沢
lapitta	拉皮條
lapin	阿片
lapida	捱打
lapentti	打喷嚏
lapapa	啪啪
lapangan	龐然
laozi	劳资
laono	懊惱
laona	导纳
laolongtou	跑龙套
laoli	高梨
laohu	老虎
laohutan	高欢
laodaodong	高島町
laobe	奥本
lanzo	安佐
lanzia	暗自
lanzer	安則
lanza	安在
lanyer	庵野
lantus	按圖
lanti	安泰
lantinga	饭厅
lanta	安泰
lantau	按圖
lansil	安寺
lanser	暗色
lanre	烦热
lanpo	殘破
lanoye	奧野
lannie	安妮
lanne	案內
lan-nang	膽囊
lanja	鞍架
lanir	安琪兒
lanin	安信
lanini	逆に
lanike	尼克
lanier	逆耳
langyues	王越
la-ngu	岸谷
langus	岸谷
langub	岸谷
langton	旁通
langs	盎斯
langsund	王孫
langson	朗誦
langshaw	紡紗
langrené	讓人
lango	安國
langmeil	訪美
langmann	浪漫
langloan	钢缆
langlire	剛烈
langlinais	香里奈
langlieb	剛烈
langland	钢缆
langlais	往来
langkawi	让开
langilan	钢缆
langhout	昂首
langhian	莽汉
langhans	莽汉
langeni	湯恩比
langdon	房東
langdana	榜單
langbein	浜本
langbehn	浜本
langbank	倉坂
langa	鞍掛
laneya	按壓
laner	凡爾
lanen	感恩
lanei	安危
landus	案牍
landru	案牍
lando	暗鬥
landover	安道爾
landka	安達
landis	安抵
landim	安抵
landhi	安抵
landheer	韩德尔
landgren	讓人
landey	安徳
landex	安徳
landemer	韩德尔
landek	安徳
landee	安徳
landay	安達
landauer	安道爾
landas	安達
landal	安達
landale	完蛋了
landak	安達
landaker	安道爾
landaj	安達
lancma	暗碼
lancit	按此
lancio	按此
lancie	按此
lancian	安次郎
lanaye	那夜
lanao	安島
lanada	安達
lamoni	摩尼
lamonica	阿摩尼亞
lamii	來此
lamida	捱打
lamenu	阿门
lamentin	門田
lamaye	麻野
lamayans	大麻烟
lamantin	滿天
lamantia	滿天
lamain	阿曼
lamachan	馬川
lalou	大楼
lalmohan	阿羅漢
lallan	阿蘭
lalita	利他
lalishri	大理石
lalin	巴林
lalima	利马
lalichan	離船
laleli	樂理
lalbhai	阿拉伯海
lalane	阿蘭
laland	阿蘭
lalandii	拉拉队
lalala	拉拉
lalain	阿蘭
lakua	打垮
lakou	瓦口
lakiya	哎呀
lakitu	爱徒
lakhan	阿寒
lakepa	可怕
lakena	可那
lakeba	可把
lakan	發刊
lakandon	看懂
lakala	卡拉
lakai	拉開
lajoie	阿姐
lajita	吉他
lajimi	幾米
laje	攔截
lajan	阿見
laizer	愛沢
laiyah	哎呀
laiwangi	待望
laith	瀬戸
laithe	爱河
laish	愛紗
laise	埃森
laisa	愛紗
laira	愛染
laiou	挨揍
lainya	按壓
laing	阿形
laingian	概念
laina	採納
laimo	芥末
laime	改め
lailee	愛樂
laila	愛蘭
laiho	哀號
laigue	哀歌
laigne	哀歌
laigle	愛樂
laien	埃森
laidir	哀帝
laiba	海抜
lahyan	阿彦
lahun	打昏
lahren	阿仁
lahousen	候審
lahori	老儿
lahnda	安達
lahman	阿曼
laḥ	㻋
lahiya	哎呀
lahir	来日
lahfan	阿寒
låhen	离恨
lahai	暗害
lagulo	阿国
lagua	沓掛
laguatan	瓜田
lagoya	聱牙
lagonglong	大宮通
lagen	紮根
lagenda	大根島
lagelu	革履
lagedi	歌笛
lagao	哀告
lagan	麻杆
lagani	甘い
lagane	甘え
lafuma	府馬
lafita	愛她
lafan	麻帆
laetus	樂土
laerru	爾汝
laeng	阿蒙
ladungen	斷根
ladri	来日
ladoux	阿斗
lados	老司
ladon	阿東
ladli	阿闍梨
ladiya	抵押
ladice	阿爹
laddan	阿丹
ladawa	大洼
ladany	阿丹
lacum	拉出
lactea	邋遢
lacoocha	老巢
lacizi	慈子
lacinian	概念
lacida	捱打
lachit	呵斥
lachin	呵斥
lachik	呵斥
lachie	呵斥
lache	納車
lacha	安插
lachance	船側
lacayo	阿草
lacan	馬喰
lacamo	阿草
labuda	布達
labuan	不安
labin	阿炳
labini	比拟
labaye	霸業
labaya	拔牙
labaro	阿保
laband	阿坂
labanc	阿坂
labana	阿坂
labai	發白
laans	兰斯
laage	大阿哥
láadan	阿丹
laaban	阿坂
la3	阿三
kzinti	自體
kyuzo	御座
kyusyu	鬱鬱
kyuso	寓所
kyung	雲谷
kyuna	玉乃
kyuko	迂闊
kyuden	余地
kytice	体侧
kysuce	預測
kyrou	魚肉
kyrandia	燃點
kyouki	憂い
kyoji	游击
kyoiku	衣褲
kyofusho	遊說
kyoami	亜弥
kyndi	煙蒂
kymin	雅敏
kyliya	里亞
kylin	伊林
kylan	宜蘭
kyivan	議案
kyiso	役所
kyeser	叶耳
kyemon	野末
kyemba	也把
kye-chun	曳船
kydaka	打卡
kyari	曜日
kwu	靰
kwu-da	武打
kwo	蜗
kwisi	畏死
kwilu	圍爐
kwian	慰安
kweyir	味兒
kwesi	畏死
kwena	文案
kweli	文利
kweit	為替
kweis	畏死
kweichow	伪钞
kwassi	瓦斯
kwantung	晚唐
kwang-su	王孫
kwale	玩了
kwakwa	娃娃
kwakwa	娃娃
kwaje	瓦解
kwait	外涂
kwaio	外婆
kwai-lan	外郎
kwahu	外護
kwadi	外敵
kwach	挖除
kwaan	瓦版
kvachi	呵斥
kuzui	余罪
kuyucu	鬱卒
kuyili	依里
kuwani	挖泥
kuwaidia	外电
kutulu	吐露
kutubu	徒歩
kutsu	育つ
kutina	提拿
kutan	不談
kutani	塔尼
kutama	拓馬
kutai	故态
kusuo	卢梭
kusumi	宿禰
kusuma	酥麻
kusuda	蘇打
kusten	苦涩
kushnier	蒲式耳
kushite	決して
kushie	史略
kusao	姑嫂
kurzer	庫爾
kurusu	茹素
kurumu	込む
kurumi	込み
kurufa	如法
kurjer	庫爾
kuran	徒然
kuradang	跨党
kupala	啪啦
kuomintang	國民黨
kuohu	括弧
kuo-chen	国臣
kunze	君沢
kunyu	鲟鱼
kunyi	轮椅
kunwu	雲霧
kunti	群体
kuntchen	群臣
kunni	雲泥
kunle	寻乐
kunju	论据
kunji	論及
kungshu	黄熟
kuner	云爾
kunen	君恩
kundi	昆弟
kunchan	君川
kunbi	潤筆
kunala	娜拉
kumuli	牡蠣
kumin	区民
kumina	米納
kumaya	馬雅
kumasi	馬嘶
kumao	不毛
kuman	不慢
kumane	滿額
kumana	麻那
kumali	马力
kumai	瞿麦
kumada	馬達
kulun	不论
kulubi	卢比
kulshan	乌拉山
kulou	粗陋
kulili	立礼
kulibi	例幣
ku-liang	不良
kuleli	樂理
kulata	邋遢
kulala	拉拉
kulai	撲來
kukan	拒看
kukai	锯开
kujun	督軍
kuizenga	餽贈
kuiyong	水泳
kuiti	挥涕
kuiri	帰り
kuiji	葵祭
kuhangua	函館
kugane	甘え
kufen	不分
kufan	吐蕃
kufale	發了
kufala	髮蠟
kuenning	混凝
kudidi	抵敌
kudayu	大域
kudanshita	電視臺
kudala	耷拉
kudaka	打卡
kuciang	福次郎
kuchu	滤出
kuchibue	吃不了
küchen	沈
kucan	不参
kubuli	不離
kubin	湖滨
kubie	幕別
kubala	巴拉
kubai	覆敗
kubaba	巴巴
kuase	花色
kuanu	寡女
kuanr	圈兒
kuan-min	乱民
kuan-hai	观海
kuan1	貫一
kuaiji	艾姬
ktchoyan	朝延
ksiba	死板
ksani	散佚
kryezi	椰子
kruzel	入澤
kruzan	软
kruto	乳頭
krutoi	若い
krusi	肉丝
krush	入塾
kruse	潤色
krusei	枯死
krunn	汝南
kruna	汝南
krume	入门
krumau	込む
krulik	入力
krule	乳類
krukut	如く
kruje	缛节
kruja	儒家
kruisen	瑞生
kruif	瑞夫
kruges	乳鴿
krugel	乳鴿
kruei	汝輩
kruder	入耳
kruchten	入城
krucek	如廁
krous	肉丝
kroning	榮膺
kronig	宂
kroma	肉麻
krizia	日子
krish	日数
krishnan	叡山
krishane	叡山
krishak	日焼け
krise	日射
kriseman	日耳曼
kripke	日課
kriolang	瑞浪
krini	日内
krinitzi	日奈子
kringlan	明蘭
krime	日没
krikke	日課
krikes	日課
krika	日刊
krige	日給
kriezman	日耳曼
kriezi	日子
krienen	日本人
kriegman	日耳曼
krich	日赤
krichna	日出男
kre	惹
kreysing	人影
kreuze	入澤
kresh	惹事
kresa	熱沙
krenz	人組
krens	仁司
krensing	韌性
krensenf	人蔘
krena	仁爱
kremling	热量
krema	人马
krelik	熱力
krejci	热机
kreiz	れい子
krein	熱心
kreiling	威令
kreide	惹得
kreher	热河
kredi	热带
krech	惹出
krebsi	克巳
krcun	入村
kraze	然則
kraye	染液
krauze	入澤
kranz	然則
krans	染色
kranj	染疾
kranju	安居
krani	燃起
krane	染液
kralja	卡拉
krahe	饒河
krahang	染廠
kraeng	礽
kraeling	热量
kraehe	热河
kradai	阿呆
krachan	染廠
krabao	阿保
kraang	攘
kpanlogo	蟠龙
kpanlogo	蟠龙
kpama	爬滿
kpalongo	蟠龙
kozui	お祝い
koziba	自拔
kozai	お宅
koyuri	語り
koyin	模印
koyasu	押す
koyan	破岩
koyama	亞麻
koxin	窩心
kowai	鴎外
kouti	肉体
kouri	走り
koure	走れ
kouni	後に
koume	歐美
koumbi	欧米
koulla	歐拉
koulas	歐拉
koufax	偶發
koudas	毆打
koudal	毆打
koubu	搜捕
kouber	偶尔
kotlin	お隣
kotiya	剔牙
kotanyan	湯煙
kotani	塔尼
kotama	拓馬
kotaku	拓く
kotai	伯太
kosun	磨損
kosuge	謳歌
kosi	考试
koshu	波数
koshiba	博士班
koshchui	矢吹
kosha	抹煞
koshai	筛
koseze	澁澤
kosen	の森
kosala	薩拉
koruma	辱骂
korsun	兒孫
koreya	熱軋
koreshan	仁山
koren	倭人
korenman	任免
koreng	礽
koran	驀然
kopili	霹靂
kopala	啪啦
koo	喔喔
konini	逆に
könige	擬革
kongu	詠う
kongulu	东湖路
kongsten	東森
kongōkai	轰开
kongokai	轰开
kongi	濃い
kongese	紅褐色
koncha	お茶
konchan	農產
konami	納米
konala	娜拉
konai	莫奈
komosi	末寺
komoku	魔窟
komiti	謎題
komisi	迷思
komini	米妮
komie	破灭
komei	渥美
komedi	么弟
komati	馬蹄
koman	我慢
komang	芒
komala	馬拉
kolping	玻璃瓶
koliya	里亞
koliqi	戾气
ko-lin	お隣
kolins	お隣
kolingba	靈寶
koline	お隣
kolind	お隣
kolina	お隣
kolima	利马
kolde	靠得
kolcha	お茶
kolbin	お隣
kolata	邋遢
kolan	破烂
kolade	拉得
kolaba	拉巴
kokubu	堀部
kokou	倭寇
kokcha	お茶
kokate	卡特
kokan	我看
kōkan	可看
kokai	拨开
kojun	博俊
kojima	吉馬
koindong	新東
kohei	墨黑
kohama	蛤蟆
kohai	我还
kogui	魔鬼
koglin	お隣
kogen	波根
kogei	撥給
kogan	偶感
koeman	額滿
koehan	惡漢
koduru	渡る
koduri	渡り
kodan	渥丹
kodani	大逆
kodalu	打率
kodaka	打卡
kodai	末代
kodagu	大谷
koçulu	歐陸
koculi	粗糲
kochva	お茶
kochuk	お初
kochta	お茶
köchling	飭令
kochka	お茶
kochia	お茶
kochba	お茶
kocham	お茶
kochab	お茶
köçesi	克巳
kobus	闊步
kobuke	補課
koboke	博克
koblin	お隣
kobato	お宝
kobane	半額
kobadian	保典
knuuti	女体
knouse	女色
knoke	脑壳
knoda	闹大
knochen	弄臣
knizia	逆子
knize	逆贼
knipping	奶瓶
knipfing	奶瓶
kniley	膩了
knigge	擬革
kniga	擬稿
kniga	擬稿
knifer	逆耳
kniewo	你我
knies	捏死
knidians	内殿
knićanin	年薪
kne	呐
kneip	内皮
kneif	内服
kneib	内壁
knehe	捏合
kna	衲
knappa	那怕
knapik	那匹
knaol	脑力
knabe	納本
knaan	那咱
kmu	慕
kmoch	磨出
kmita	密談
kmele	没了
kmanek	滿額
kmach	馬齒
klu	櫚
kluwer	率爾
kluver	率爾
klutse	绿色
klush	旅社
klunk	論客
kluger	率爾
klugel	錄歌
klucze	芦沢
kluch	滤出
klosi	老司
klori	落日
kliver	裡爾
kliun	劉安
klitzing	来听
klitbo	利博
klisa	莉沙
kliper	裡爾
klinzman	林莽
klinton	连同
klings	龄
klingon	靈動
klingner	領内
klingler	亮了
klina	理奈
klimuk	笠木
klimke	藜科
klimii	立米
klimax	利马
klimas	利马
klijte	立て
klijn	厘金
klije	李珏
kliger	裡爾
kliesing	獵鷹
klien	麗文
klidi	留底
klicka	豊か
klich	立ち
klibur	吏部
kleyn	樂音
klerer	爾爾
klenze	恩澤
klelia	樂理
kleis	蕾絲
kleinman	林莽
kleim	勒马
kleidion	雷電
klean	了然
klazin	辣子
klawe	腊味
klause	绿色
klaung	啷
klaue	腊月
klauer	率爾
klauda	拉大
klatka	邋遢
klara	蠟染
klann	烂泥
klank	蘭科
klangbad	两把
klami	辣妹
klalam	拉拉
klajn	拉紧
klair	来日
klain	拉紧
klahn	拉罕
klader	拉得
klabax	拉巴
kkhan	可汗
kje	緙
kizhi	礼治
kizan	礼赞
kiyan	奇岩
kiyama	亞麻
kiwaka	哇咔
kiurun	堀込
kiulu	囚虜
kiukiang	秀康
kitun	私吞
kitiya	剔牙
kitingan	停辦
kitebi	特筆
kitao	椅套
kitan	密談
kitano	他の
kitani	塔尼
kitama	拓馬
kitale	塌了
kitai	体态
kisumu	苏木
kisima	死马
kishe	喜捨
kisha	莉沙
kishanganj	閉上眼
kisese	瑟瑟
kisen	埃森
kisasi	萨斯
kisan	集散
kisai	いさ子
kirun	滋潤
kirumi	込み
kirili	日立
kiren	敵人
kirenga	赤レンガ
kiran	既然
kipini	睥睨
kīpapa	啪啪
kiong	雄
kinya	新雅
kinue	自虐
kinubi	奴婢
kinta	新た
kinpu	音譜
kinna	金納
kinkowan	日の丸
kinki	引き
kinkaid	新開地
kinkade	新開地
kinji	阴极
kingwana	聽完
king-wai	另外
kingu	筋骨
kington	明通
kingspan	评判
kingson	听讼
kingsmen	頂門
kingsman	盈滿
kingsham	經紗
kingmans	盈滿
kingdon	名東
kingcon	听从
kiner	心耳
kinenkan	能看
kindu	頻度
kindi	襟弟
kincaide	親愛的
kinamo	那末
kinai	吉奈
kimize	米澤
kimila	蜜蜡
kimen	祁门
kimati	馬蹄
kilusang	沦丧
kilou	紕漏
kiliya	里亞
kilili	立礼
kilika	豊か
kilia	技倆
kilei	霹雷
kilege	樂歌
kilaji	垃圾
kikuli	苦力
kikui	理虧
kikala	卡拉
kikai	劈開
kijimi	幾米
kijiji	吉積
kihei	気合い
kihansi	西山寺
kigua	丝瓜
kigezi	个子
kiger	自個兒
kigeri	隔日
kigen	氣根
kigeli	格里
kiewa	鞋襪
kieta	鐵塔
kießling	挈领
kiesling	挈领
kierling	挈领
kierland	愛爾蘭
kiema	烈馬
kiele	裂了
kielen	可樂
kieku	別哭
kieke	解渴
kiehling	挈领
kidurong	久榮
kidude	读得
kidou	帝都
kidili	底裡
kiddi	溃敌
kidan	子彈
kidane	膽略
kidada	鞑靼
kichu	滌除
kichung	氣窗
kichi	愛吃
kichi	愛吃
kichibei	侪辈
kibuye	布野
kibuli	不離
kibuishi	密闭式
kibong	悾
kibiru	比如
kibiri	蔽日
kibibi	比比
kiberen	日本人
kibendii	日本堤
kibei	必備
kibanghi	榜示
kibali	峇厘
kibale	芭乐
kibaki	抜き
kiaya	假牙
kiaxi	甲西
kiawa	夏娃
kiata	下榻
kiare	加熱
kiani	狎昵
kianggeh	相隔
kiana	嘉納
kiama	下馬
khyan	和彦
khwani	挖泥
khwai	戶外
khuza	混雑
khutuk	胡塗
khusus	哭訴
khush	虎鯊
khushumihi	貯水池
khusa	虎鯊
khuru	滑入
khuri	祝日
khure	暑熱
khura	忽然
khunwana	環烷
khuner	忽而
khund	混得
khumra	胡麻
khumjo	護摩
khumi	狐媚
khumbu	呼ぶ
khumba	胡麻
khumay	胡麻
khumar	話兒
khulna	忽那
khulil	狐貍
khulda	互打
khukhu	呼呼
khujut	护具
khujandi	黃帝
khuen	虎纹
khuean	河岸
khuder	忽而
khuden	忽地
khudar	話兒
khudad	互打
khreng	礽
khrair	孩兒
khouzami	守在
khoury	猴兒
khoun	後納
khoum	厚木
khoumane	后面
khouk	後刻
khoubiza	後便
khoshanu	後山
khoro	後ろ
khori	後日
khoni	紅い
khonglam	紅蘭
khona	後納
kholin	お隣
khola	火辣
khogyani	鸿雁
khoang	蚢
khnemu	和穆
khiuma	胡麻
khita	石塔
khiri	飾り
khile	之乐
khigu	事故
khidi	赤堤
khian	晦暗
khiang	蚢
khiamian	加冕
khiama	蛤蟆
khe	褐
kheziv	合资
khetri	合体
kheta	河灘
khesin	赫斯
kherba	而把
khera	赫然
kherai	和蔼
khepri	和鈈
khemri	和弥
khemir	和弥
khemeu	和穆
khelvi	河裡
khela	荷兰
kheiu	黒幕
khein	河陰
kheim	黒幕
kheil	黑了
kheema	河馬
khedli	河裡
khedel	赫德
khedda	何だ
kheba	射靶
khazir	孩兒
khayo	哈腰
khayisan	還算
khavda	哈達
khauna	忽那
khatmi	哈密
khatir	孩兒
khatem	哈特
khatanga	茶湯
khasi	杀死
khashuri	花水
kharu	滑入
kharmang	還讓
khariton	孩童
khare	寒熱
khardong	撼動
kharda	哈達
khaqis	哈气
khapa	害怕
khaox	浩喜
khanwadi	汉武帝
khanung	寒光
khanjani	罕見
khanisho	还说
khanh	含糊
khangait	航海
khaneqan	寒泉
khanduri	戦隊
khandker	韩德尔
khanbaba	乾巴巴
khanaqin	旱情
khamyang	華陽
khamu	花木
khamti	哈密
khamsing	好命
khamseng	好梦
khampa	蛤蟆
khamo	翰墨
khamna	蛤蟆
khamis	哈密
khamid	哈密
khamchan	寒顫
khamat	蛤蟆
khamar	蛤蟆
khamag	蛤蟆
khalu	杀戮
khalsa	卡拉
khalqi	哈气
khalji	哈利
khalis	哈利
khaliq	哈利
khaliqan	還錢
khalip	哈利
khalim	哈利
khalil	哈利
khalij	哈利
khalid	哈利
khalid	哈利
khalib	哈利
khalha	哈哈
khale	好了
khaldi	哈利
khalda	哈達
khakee	哈克
khaju	好句
khajli	哈利
khairy	孩兒
khaim	海马
khaghan	傷寒
khaghani	航海
khaeng	桁
khaeng	桁
khadka	哈達
khadja	哈達
khadir	孩兒
khadda	哈達
khadam	哈達
khabi	亥鼻
khaan	沙岸
khaan	沙岸
khaali	哈利
kgwedi	歌笛
kgatla	嘎啦
kgale	伽利略
kgabo	高波
kežman	額滿
kezhai	瘵
keysha	扼殺
keyili	依里
keyhan	惡漢
keyand	讹言
kexue	地学
kewangan	王丸
keuren	惡人
ketuyu	突遇
ketia	額田
ketama	拓馬
keszei	惡賊
kesshi	悪事
kessai	厄塞
kesmai	厄塞
kesiya	嘶哑
keshub	略述
keshri	悪事
kesho	扼守
keshia	扼殺
keshav	扼殺
keshar	扼殺
keshanta	山桃
keshab	扼殺
kesen	惡神
kesang	丧
kesair	厄塞
kerzer	爾爾
keryn	而言
kerui	而归
kersh	而是
kerser	爾爾
kersen	惡人
kerpen	惡人
keron	鵝絨
kernyi	恩义
kerner	爾爾
kernen	惡人
kernan	俄然
kermoyan	肋膜炎
kerman	額滿
kerlin	而立
kerlie	恶劣
kerlan	俄然
kerkje	耳壳
kerkje	耳壳
kerker	爾爾
kerken	惡人
keriya	尔雅
keritang	内帑
keriou	鵝肉
kerin	而今
kerie	而且
kergan	俄然
kereny	惡人
kerens	惡人
kerena	惡人
kerei	而微
kerden	惡人
kerch	而出
kerbis	耳鼻
kerber	爾爾
kerben	惡人
kerbal	而把
kerashen	而生
kerangan	染缸
kerana	俄然
kerabu	而不
kerabu	而不
kequatan	拳壇
keqin	夜勤
keong	鵝絨
kenzi	本子
kenzie	恩澤
kenzer	恩澤
kenza	紛雜
kenyu	芬郁
kenyit	恩义
kenyir	恩义
kenuna	恩納
kensu	问俗
kensa	喷洒
kenogami	能阿弥
kennya	恩納
kennt	克難
kenmu	根木
kenli	文利
kenji	分级
kenia	惡念
kenei	野内
kendu	很毒
kendle	恩德
kendeng	等等
kendee	恩德
kenceng	分成
kenati	恩爱
kenan	色男
kenana	恩納
kenali	那里
kemune	木訥
kempi	可佩
kemin	惡名
ķemeri	峨眉
kemeri	峨眉
kemen	爺們
kemenyan	夢魘
kemaro	鵝毛
kemano	鵝毛
kemani	額滿
keltie	恶劣
kelman	額滿
kellyi	刻意
kellie	恶劣
kelita	利他
kelime	恶劣
keletu	樂土
keleghan	冷汗
keldie	恶劣
kelcie	恶劣
kelaniya	蘭吉雅
kekwan	扼腕
kekule	哭了
kekuku	哭哭
kekui	閣揆
kekepa	可怕
kekele	可樂
kekan	特刊
kekai	隔开
kei-ying	為營
keita	碑拓
keisuke	美术课
keishirō	没事儿
keise	黒色
keisai	厄塞
keina	沒拿
keila	貝拉
keiju	悲劇
keiji	培基
keiga	美伽
keichan	斐川
keian	慰安
kehrer	爾爾
kehilan	德黑蘭
ķeguma	姑媽
kegon	俄共
kegen	野根
kegan	何干
kefaya	發芽
keesha	扼殺
keeshan	和歌山
kediye	荻野
kedafu	大輔
kedabu	大埔
kechi	葉池
kéchichian	喫茶店
keche	客车
kebuli	不離
kebren	惡人
kebran	俄然
kebonang	胞囊
kebira	彼ら
kebin	河濱
keban	側板
kebabian	白边
keanan	暗暗
keachi	呵斥
kdabra	打靶
kbaade	拔地
kazuyo	阿佐
kazuto	阿佐
kazuro	阿佐
kazuko	阿佐
kazuho	阿佐
kazimi	字謎
kazdan	阿丹
kazania	阿扎尼亞
kayvan	阿彦
kayuza	羽咋
kayuta	魚拓
kayuni	淤泥
kayren	阿仁
kayou	哪有
kayode	凹地
kaylan	阿蘭
kayin	打印
kayhan	阿寒
kayapo	压迫
kayans	阿彦
kayano	阿彦
kayani	阿彦
kayama	亞麻
kayali	压力
kayaba	鴨霸
kawula	嗚啦
kawili	愛里
kawate	瓦特
kaviza	挨拶
kavita	愛她
kaurashi	暮らし
kaundi	安抵
kaunda	安達
kauan	阿原
katulu	吐露
katuli	圖利
katoya	聱牙
katoucha	投產
katosang	報喪
katlan	阿蘭
katiza	挨拶
katiyo	哎喲
katiusha	大屠殺
katit	開題
katiti	踢踢
katingan	停辦
katina	提拿
katima	艾瑪
katili	体力
katihe	爱河
katie	亚铁
katice	体侧
katiba	提拔
kathan	阿寒
katen	阿藤
katanyan	湯煙
katano	他の
katangan	湯煙
katama	拓馬
katai	安泰
kasuya	素雅
kasun	大損
kasumu	苏木
kasui	壓碎
kasubi	速比
kasshu	阿叔
kasnna	按捺
kašman	阿曼
kasman	阿曼
kasit	阿斯特
kasie	阿斯特
kasian	私案
kashub	阿叔
kashubia	戍邊
kashshui	熟睡
kashinia	似鳥
kashe	阿嬸
kasheer	塞舌尔
kashau	阿叔
kashagan	曬乾
kasewan	亚瑟王
kasese	瑟瑟
kasdan	阿丹
kasasa	颯颯
kasan	奥さん
kasam	阿薩密
kasai	阿薩密
karzen	阿仁
karwei	阿尾
karven	阿仁
karuzi	孺子
karure	濡れ
karuma	辱骂
karten	阿仁
karshi	兒時
karpen	阿仁
karowa	凹窪
karoun	腌肉
karongo	宽容
karnan	暗暗
karmen	阿门
karmei	阿梅
karlen	阿仁
karlan	阿蘭
kariya	哎呀
karita	愛她
kariqi	日期
karim	開幕
karimu	日暮
karima	艾瑪
karien	阿仁
karens	阿仁
kareni	阿仁
kareng	礽
karena	阿仁
kareli	熱力
kareen	阿仁
karden	阿仁
karcha	兒茶
karben	阿仁
karao	打扰
kaposi	奥寺
kapoan	破案
kaplan	阿蘭
kapita	愛她
kapisi	哀思
kapisa	匹薩
kaphan	阿寒
kapapa	啪啪
kapan	暗盤
kapangan	龐然
kapalong	蟠龙
kapai	大牌
kaoru	老儒
kaonde	安徳
kaohe	稲荷
kanzu	腕足
kanzer	安則
kanzel	安則
kanza	安在
kanyen	庵野
kanyau	暗喻
kanyas	按壓
kanva	看法
kanuri	怒り
kanunu	女奴
kanuni	安妮
kanuma	怒罵
kantus	按圖
kanti	安泰
kante	忐忑
kansuh	安宿
kansel	暗色
kanri	残り
kanpur	安浦
kanoya	聱牙
kanou	暗鬥
kanoni	安妮
kanonier	丹尼爾
kanona	按捺
kannik	安妮
kanne	案內
kanmu	彈幕
kanmon	按摩
kanki	嘆き
kanke	蘭科
kanjut	安居
kanjur	安居
kanja	鞍架
kanita	愛她
kanina	按捺
kanimasi	白马寺
kanike	尼克
kanie	安謝
kania	鞍架
kanhi	暗害
kanha	暗害
kang-zhi	旁枝
kangson	朗誦
kangsar	唐賽兒
kangnung	安廣
kangayan	大納言
kangadi	漢高帝
kaner	凡爾
kanemaru	染まる
kanei	安危
kaneda	安達
kanebo	岸波
kanduang	安廣
kandre	安徳
kandra	安達
kandleri	看得起
kandla	安達
kandju	安居
kandji	胺基
kandit	安抵
kandil	安抵
kander	安徳
kandeh	安徳
kanda.	安達
kandas	安達
kandanga	延宕
kandal	安達
kandalur	南大路
kanching	安城
kanchana	班禪
kanchaki	砍柴
kanbe	岸本
kanaya	按壓
kanapu	安浦
kanapa	那怕
kanani	安妮
kananci	感嘆詞
kanami	納米
kaname	那么
kanali	那里
kanäle	安樂
kanala	娜拉
kanai	安泰
kanada	安達
kanaan	暗暗
kamuzu	木祖
kamren	阿仁
kamran	阿曼
kamoze	奥澤
kamoya	模壓
kamose	墨色
kamomiya	阿摩尼亞
kamoli	茉利
kamoku	魔窟
kamoda	莫大
kammen	阿门
kamman	阿曼
kamiya	哎呀
